,id,name,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,neighbourhood,latitude,longitude,is_location_exact,room_type,bathrooms,bedrooms,beds,price,availability,number_of_reviews,first_review,last_review,rating,score_clean,score_communication,score_location
1556,2929338,Appartement in Westerpark,5127223,2013-02-18,within a day,100,False,1.0,True,Westerpark,52.38729,4.88084,True,Entire home/apt,1,1,1,110.0,8,9,2014-09-28,2019-05-12,10.0,10.0,10.0,10.0
1563,2941459,Amsterdam family friendly appartment,692084,2011-06-12,within a day,100,False,1.0,True,Westerpark,52.38879,4.88713,False,Entire home/apt,1,2,2,123.0,0,4,2019-07-28,2019-10-27,9.0,9.0,10.0,10.0
1565,2942229,An stylish room in a green area,1271678,2011-10-10,within an hour,100,True,1.0,True,Bijlmer-Oost,52.32455,4.975969999999999,True,Private room,1,1,1,65.0,243,316,2014-05-10,2019-11-30,9.6,10.0,10.0,9.0
1568,2946162,Antonia Houseboat in Amsterdam,15041150,2014-05-03,within an hour,100,True,1.0,True,Centrum-Oost,52.37551,4.91681,True,Entire home/apt,1,2,2,190.0,79,198,2015-07-08,2019-12-01,9.7,10.0,10.0,10.0
1569,2947213,Apartment near museum district,15044327,2014-05-03,within a few hours,100,False,1.0,True,De Pijp - Rivierenbuurt,52.34861,4.88855,True,Entire home/apt,1,1,1,87.0,0,38,2014-06-10,2019-10-21,9.9,9.0,10.0,10.0
1572,2956140,"Lovely private room (penthouse), private entrance",15088193,2014-05-04,within a few hours,100,True,1.0,True,De Pijp - Rivierenbuurt,52.356359999999995,4.90181,True,Private room,1,1,2,105.0,261,299,2014-05-11,2019-11-13,9.6,10.0,10.0,10.0
1575,2960672,"Perfect location, modern & spacious",15111863,2014-05-05,within a day,100,False,1.0,True,De Baarsjes - Oud-West,52.3658,4.87265,True,Entire home/apt,1,1,1,105.0,41,34,2014-05-20,2019-02-21,9.7,9.0,10.0,10.0
1577,2961379,Beautiful+Central+2phouse+bath+garden+childroom,7103554,2013-06-25,within a day,100,False,1.0,True,Oud-Oost,52.35269,4.913069999999999,False,Entire home/apt,1,2,1,119.0,7,16,2014-07-22,2019-09-28,9.5,9.0,10.0,10.0
1579,2964891,Clean apartment near centre,7981040,2013-08-06,within a day,70,False,1.0,True,De Baarsjes - Oud-West,52.37191,4.86417,True,Private room,1,1,1,118.0,341,41,2015-04-07,2019-10-21,9.6,10.0,10.0,9.0
1585,2976795,"Large luxury studio 50m2, lush garden",5330753,2013-03-05,within an hour,100,False,1.0,True,Oud-Noord,52.4003,4.9196,True,Private room,1,1,0,135.0,311,121,2014-05-19,2019-11-03,9.6,10.0,10.0,9.0
1586,2977065,Beautiful & light Apt on canal,15183505,2014-05-06,within a few hours,100,False,1.0,True,Centrum-West,52.375029999999995,4.89179,True,Entire home/apt,1,1,1,400.0,306,49,2014-06-20,2019-05-17,9.9,10.0,10.0,10.0
1591,2985952,Spacious&friendly garden apartment,1448980,2011-11-28,within a day,100,False,1.0,True,Oud-Oost,52.35325,4.91147,True,Entire home/apt,1,1,0,109.0,218,35,2014-05-19,2019-08-11,9.8,10.0,10.0,9.0
1592,2987129,Nice & modern apartment nearby RAI,15231902,2014-05-07,within a few hours,100,False,2.0,True,De Pijp - Rivierenbuurt,52.339729999999996,4.89096,True,Entire home/apt,1,2,2,83.0,0,21,2014-07-16,2018-08-26,9.3,9.0,10.0,9.0
1593,2987644,Sunny studio at the canal near zoo,2871930,2012-07-08,within a few hours,100,False,1.0,True,Centrum-Oost,52.37041,4.91245,True,Entire home/apt,1,1,1,125.0,246,56,2014-10-25,2019-06-01,9.7,9.0,10.0,9.0
1594,2987736,Majestic views on the Amstel canal,4097500,2012-11-08,within a few hours,100,True,1.0,True,Centrum-Oost,52.36309,4.900930000000001,True,Entire home/apt,1,1,1,525.0,340,77,2014-06-11,2019-09-29,9.9,10.0,10.0,10.0
1599,3000721,"Cosy room with view on Anne Frank Statue, near RAI",8241204,2013-08-18,within an hour,100,True,1.0,True,De Pijp - Rivierenbuurt,52.34438,4.90076,True,Private room,1,1,1,80.0,0,43,2016-02-07,2019-10-06,9.1,9.0,9.0,9.0
1600,3003918,Modern and Cosy Apartment Amsterdam,15308845,2014-05-09,within a few hours,100,False,1.0,True,De Pijp - Rivierenbuurt,52.34446,4.89457,False,Entire home/apt,1,1,0,139.0,66,35,2014-09-15,2019-09-18,9.5,10.0,10.0,10.0
1601,3003987,Add-Studio Six,15307319,2014-05-09,within an hour,100,True,1.0,True,Centrum-Oost,52.36568,4.91178,True,Private room,1,1,1,115.0,0,371,2014-05-19,2019-12-01,9.9,10.0,10.0,10.0
1602,3004400,"Lovely, spacious & sunny apartment.",15311222,2014-05-09,within a few hours,100,False,1.0,True,Oostelijk Havengebied - Indische Buurt,52.364,4.93521,True,Entire home/apt,1,3,3,180.0,0,35,2014-06-12,2019-07-08,9.9,10.0,10.0,9.0
1608,3017539,Lovely apartment in Pijp with sunny garden,4389536,2012-12-12,within a day,100,False,1.0,True,De Pijp - Rivierenbuurt,52.35086,4.88877,True,Entire home/apt,1,2,1,179.0,2,4,2016-05-28,2019-08-13,9.5,9.0,10.0,10.0
1610,3017962,Beautiful canal view apartment!,4179993,2012-11-18,within an hour,100,False,1.0,True,Oud-Oost,52.35268,4.9118900000000005,True,Entire home/apt,1,1,1,179.0,364,53,2014-07-24,2019-04-21,9.7,10.0,10.0,10.0
1612,3018468,New apartment Amsterdam (Westerpark / Jordaan),15380568,2014-05-11,within a few hours,100,False,1.0,True,Westerpark,52.37936,4.87376,False,Entire home/apt,1,1,1,125.0,0,25,2014-06-02,2019-10-20,9.5,9.0,9.0,9.0
1613,3019862,Cozy & comfortable Apt A'dam,10106896,2013-11-18,within a few hours,100,True,0.0,True,De Baarsjes - Oud-West,52.37034,4.85578,True,Entire home/apt,1,1,3,200.0,7,63,2014-07-22,2019-11-10,9.6,10.0,10.0,9.0
1618,3035403,Designer apartment 400 m. from Vondelpark,15375765,2014-05-11,within a day,100,False,1.0,True,De Baarsjes - Oud-West,52.36033,4.85416,True,Entire home/apt,1,1,1,115.0,18,19,2017-02-19,2019-10-20,9.6,9.0,10.0,9.0
1619,3036290,Room Canal View Westerpark,15463911,2014-05-13,within an hour,100,False,2.0,True,Westerpark,52.385059999999996,4.87715,True,Private room,1,1,1,60.0,356,134,2014-06-15,2019-11-24,9.4,10.0,10.0,10.0
1620,3036359,"Cosy House Boat, well located",14271525,2014-04-14,within a few hours,100,True,1.0,True,Noord-Oost,52.37701,4.97815,True,Entire home/apt,1,0,1,89.0,227,26,2015-11-08,2019-11-03,9.8,10.0,10.0,10.0
1621,3036789,Willem's Palace in Central East,14071035,2014-04-09,within a few hours,100,True,2.0,True,Oud-Oost,52.35998,4.91395,True,Entire home/apt,1,2,2,245.0,72,86,2014-07-31,2019-10-22,9.7,10.0,10.0,9.0
1622,3036852,Luxury Bright Apt near Vondelpark & Centre,5131643,2013-02-18,within an hour,100,False,1.0,True,De Baarsjes - Oud-West,52.36143,4.86212,True,Entire home/apt,1,1,2,100.0,18,39,2014-06-25,2019-10-30,9.0,9.0,9.0,9.0
1623,3037184,Spacious Apartment Westerpark,15463911,2014-05-13,within an hour,100,False,2.0,True,Westerpark,52.38348,4.87741,True,Entire home/apt,1,1,1,100.0,0,53,2014-06-09,2019-10-26,9.6,9.0,10.0,9.0
1625,3039147,Spacious apartment in central area (COSY & NICE:),2713572,2012-06-22,a few days or more,25,False,1.0,True,De Pijp - Rivierenbuurt,52.35198,4.90212,True,Entire home/apt,1,2,2,209.0,360,39,2014-06-25,2019-09-16,9.6,9.0,10.0,10.0
1627,3040900,Home in CAR FREE area near CENTER,15484042,2014-05-13,within an hour,100,False,1.0,True,De Baarsjes - Oud-West,52.3704,4.8634,True,Entire home/apt,1,2,2,130.0,1,37,2014-07-09,2019-11-10,9.7,10.0,10.0,10.0
1628,3044309,Happy Family home near RAI,15502460,2014-05-14,a few days or more,33,False,1.0,True,De Pijp - Rivierenbuurt,52.34135,4.8964300000000005,True,Entire home/apt,1,2,3,195.0,41,19,2017-08-14,2019-04-27,9.5,9.0,10.0,10.0
1631,3048001,Lovely 1 bedroom+ babyroom apartment,7197114,2013-06-30,within an hour,100,False,1.0,True,Westerpark,52.3847,4.87425,True,Entire home/apt,1,2,2,150.0,341,14,2014-08-10,2019-07-03,9.4,9.0,10.0,10.0
1634,3049953,Gezellige loft (1 person),10490013,2013-12-07,within a day,100,False,1.0,True,De Pijp - Rivierenbuurt,52.3506,4.88722,True,Private room,1,1,1,94.0,214,43,2014-06-02,2019-11-21,9.8,10.0,10.0,10.0
1637,3073208,Central apartment & sunny rooftop,7369890,2013-07-09,within a day,100,False,2.0,True,De Baarsjes - Oud-West,52.370090000000005,4.86065,True,Entire home/apt,1,2,2,125.0,0,27,2015-07-06,2018-10-19,9.7,10.0,10.0,9.0
1639,3078208,unique waterside appartment,15665436,2014-05-18,within a day,100,False,1.0,True,Oostelijk Havengebied - Indische Buurt,52.37234,4.9488,True,Entire home/apt,1,1,0,159.0,353,42,2014-06-09,2019-09-16,9.9,10.0,10.0,10.0
1640,3081334,Sunny family house and garden ,12310171,2014-02-17,within a day,100,False,1.0,True,Watergraafsmeer,52.34921,4.94051,False,Entire home/apt,1,3,5,146.0,0,11,2014-07-25,2016-05-28,9.0,10.0,10.0,9.0
1643,3086023,COSY HOUSEBOAT IN THE CITY CENTER,8085038,2013-08-11,within a day,50,False,1.0,True,Centrum-Oost,52.361259999999994,4.8983300000000005,True,Entire home/apt,1,1,1,140.0,352,35,2014-09-17,2019-11-02,9.8,10.0,10.0,10.0
1644,3086884,Mont Parnasse,15705851,2014-05-19,within an hour,100,False,1.0,True,Zuid,52.34568,4.86816,True,Entire home/apt,1,3,3,150.0,24,61,2015-11-28,2019-11-28,9.1,9.0,10.0,9.0
1645,3087867,Authentic & large family home,15708867,2014-05-19,within an hour,100,False,1.0,True,De Baarsjes - Oud-West,52.37257,4.86275,False,Entire home/apt,1,3,3,185.0,5,33,2014-06-30,2019-06-02,9.5,9.0,10.0,9.0
1646,3087967,Hip Apartment with Sunny Balcony,8685469,2013-09-07,within a day,50,False,1.0,True,Oud-Oost,52.36342,4.92972,True,Entire home/apt,1,1,1,120.0,239,13,2014-06-04,2019-06-24,9.7,10.0,10.0,10.0
1647,3088648,Two private rooms in the center,4674102,2013-01-12,within a day,94,True,2.0,True,Centrum-West,52.37648,4.89384,True,Private room,2,2,2,125.0,0,255,2014-06-12,2019-08-07,9.9,10.0,10.0,10.0
1649,3093906,Modern & spacious appartment!,15734784,2014-05-19,within a few hours,100,False,2.0,True,Watergraafsmeer,52.349579999999996,4.9204099999999995,True,Entire home/apt,1,2,2,190.0,168,5,2014-10-07,2019-07-15,9.6,10.0,10.0,10.0
1652,3099026,Central Amsterdam Garden Suite,14626041,2014-04-23,within an hour,100,True,1.0,True,Centrum-Oost,52.36422,4.90768,True,Private room,1,1,1,110.0,235,429,2014-06-02,2019-12-01,9.8,10.0,10.0,10.0
1654,3101135,LUXURY IN THE CENTER+135M DUPLEX+VONDELPARK+COZY,14183886,2014-04-12,within a few hours,100,False,7.0,True,Zuid,52.356640000000006,4.871569999999999,True,Entire home/apt,2,2,2,110.0,0,20,2014-06-23,2017-08-21,8.9,9.0,9.0,9.0
1655,3104186,Sweet dreams in shared apartment,8890345,2013-09-17,within an hour,100,True,3.0,True,Oud-Oost,52.35658,4.9173,True,Private room,1,1,1,69.0,8,311,2014-05-26,2019-11-16,9.4,10.0,10.0,10.0
1656,3106890,Superb Guesthouse,11814181,2014-01-31,within a few hours,100,True,1.0,True,Centrum-West,52.383140000000004,4.88251,True,Entire home/apt,1,1,2,140.0,292,170,2014-07-11,2019-11-19,9.4,9.0,9.0,10.0
1658,3107750,Top location! STUDIO in Canalhouse,8778234,2013-09-11,within an hour,90,True,2.0,True,Centrum-Oost,52.36517,4.90771,True,Private room,1,0,1,110.0,98,126,2015-08-21,2019-12-04,9.9,10.0,10.0,10.0
1659,3111787,"Private Studio 53 Amsterdam, near Anne Frank",15812999,2014-05-21,within an hour,100,True,1.0,True,Centrum-West,52.376329999999996,4.88138,True,Private room,1,1,1,102.0,304,245,2014-06-09,2019-12-01,9.7,10.0,10.0,10.0
