,id,name,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,neighbourhood,latitude,longitude,is_location_exact,room_type,bathrooms,bedrooms,beds,price,availability,number_of_reviews,first_review,last_review,rating,score_clean,score_communication,score_location
11785,21023084,"'Captain's Cabin' double room, Liberté Hostel",48934475,2015-11-13,within a day,77,False,5.0,True,Centrum-Oost,52.37442,4.9126900000000004,True,Entire home/apt,1,1,1,115.0,40,8,2017-12-31,2019-10-14,7.8,8.0,8.0,10.0
11786,21023214,"Triple bedroom, Liberté Boat Hostel, Amsterdam",48934475,2015-11-13,within a day,77,False,5.0,True,Centrum-Oost,52.37467,4.9114,True,Entire home/apt,1,1,1,110.0,38,44,2017-11-15,2019-08-26,8.7,8.0,9.0,10.0
11787,21023299,"Twin room, bunk beds, Liberté Canal Boat Hostel",48934475,2015-11-13,within a day,77,False,5.0,True,Centrum-Oost,52.37485,4.911980000000001,True,Entire home/apt,1,1,2,89.0,51,25,2017-11-25,2019-11-23,8.9,9.0,10.0,10.0
11788,21023397,"Double bedroom, Liberté Hostel, Amsterdam",48934475,2015-11-13,within a day,77,False,5.0,True,Centrum-Oost,52.37482,4.913130000000001,True,Entire home/apt,1,1,1,105.0,36,8,2017-12-31,2019-10-20,9.8,9.0,10.0,9.0
11789,21023461,Unique apartment in City Centre | Canal District,151404532,2017-09-20,a few days or more,0,False,1.0,True,Centrum-Oost,52.36573,4.88617,True,Entire home/apt,1,1,1,140.0,24,8,2017-10-05,2018-01-29,8.0,9.0,9.0,10.0
11790,21024509,Neat&Clean room JUST 2MIN. WALK PUBLIC TRANSPORT,151414609,2017-09-20,within a few hours,91,False,2.0,True,Bijlmer-Centrum,52.32574,4.94704,True,Private room,1,1,1,52.0,66,162,2017-10-02,2019-11-23,8.2,9.0,9.0,9.0
11793,21035746,Beautiful Apartment near City Centre (Oud-West),14181559,2014-04-12,within an hour,100,True,1.0,True,De Baarsjes - Oud-West,52.36654,4.87585,True,Entire home/apt,1,1,1,160.0,3,36,2017-10-01,2019-10-13,9.8,10.0,10.0,10.0
11794,21036754,Get inspired + Feel at home + Entire house,3398084,2012-08-28,within a few hours,100,True,1.0,True,Zuid,52.35139,4.8560300000000005,False,Entire home/apt,1,2,2,196.0,9,8,2017-11-19,2019-09-27,10.0,10.0,10.0,10.0
11795,21038260,"1 bedroom appartment, just south  from city centre",151531864,2017-09-21,within an hour,100,False,1.0,True,Buitenveldert - Zuidas,52.32725,4.88238,True,Entire home/apt,1,1,1,80.0,0,12,2017-10-21,2019-09-16,10.0,10.0,10.0,9.0
11796,21039500,BEAUTIFUL AND LUXURY APARTMENT ON A GREAT LOCATION,8134502,2013-08-13,within an hour,100,False,1.0,True,De Pijp - Rivierenbuurt,52.34474,4.894830000000001,False,Entire home/apt,1,1,1,100.0,22,7,2017-12-25,2019-09-05,9.3,9.0,9.0,10.0
11798,21050762,Original and comfy apartment in central Amsterdam,13821487,2014-04-02,within an hour,100,False,1.0,True,Westerpark,52.37487,4.87338,False,Entire home/apt,1,1,1,125.0,4,18,2017-10-22,2019-10-21,10.0,10.0,10.0,9.0
11800,21052466,Unique apt | Balcony | free parking! | Green area,65063486,2016-03-30,within an hour,100,False,1.0,True,Geuzenveld - Slotermeer,52.3744,4.83375,True,Hotel room,1,2,3,122.0,17,33,2017-10-02,2019-11-26,9.0,9.0,9.0,9.0
11802,21062629,Luxurious apartment at prime and upscale location!,94061886,2016-09-07,within a day,100,False,1.0,True,Zuid,52.35452,4.869759999999999,False,Entire home/apt,1,3,3,150.0,244,5,2019-01-02,2019-10-21,10.0,10.0,10.0,10.0
11803,21065890,Unwind in this sophisticated urban apartment.,2473887,2012-05-27,within a few hours,100,False,1.0,True,De Pijp - Rivierenbuurt,52.353,4.890619999999999,False,Entire home/apt,1,1,1,135.0,34,10,2017-10-02,2019-11-12,10.0,10.0,10.0,10.0
11804,21070432,A small cosy room in a lovely spacious house,72364281,2016-05-16,within a few hours,100,True,2.0,True,Bijlmer-Oost,52.31102,4.97255,True,Private room,1,1,2,45.0,94,118,2017-10-09,2019-12-01,9.8,10.0,10.0,9.0
11805,21073542,Luxurious family house nearby central station.,10926645,2013-12-31,within an hour,100,False,2.0,True,Oud-Noord,52.39418,4.9066,False,Entire home/apt,1,3,4,199.0,8,2,2018-03-04,2018-03-11,10.0,10.0,10.0,9.0
11806,21076544,Central apartment next to Heineken Experience,10076890,2013-11-17,within an hour,100,False,3.0,True,De Pijp - Rivierenbuurt,52.35767,4.89525,True,Entire home/apt,1,1,1,74.0,20,24,2017-10-09,2019-11-10,9.3,9.0,9.0,10.0
11808,21079088,New large Apartment+private garden near Vondelpark,34630004,2015-05-31,within an hour,100,False,1.0,True,De Baarsjes - Oud-West,52.36479,4.85608,True,Entire home/apt,1,1,0,160.0,28,6,2017-10-10,2019-05-11,9.7,10.0,10.0,9.0
11810,21085476,Renovated 1889 apartment by Amsterdam center,7173712,2013-06-28,within an hour,100,False,2.0,True,De Baarsjes - Oud-West,52.36755,4.87637,True,Entire home/apt,1,2,2,150.0,2,19,2017-10-29,2019-09-01,9.7,10.0,10.0,10.0
11812,21086966,Beautiful family house in hip North + free parking,152015271,2017-09-25,within a day,60,False,1.0,True,Oud-Noord,52.391890000000004,4.9253,True,Entire home/apt,2,2,3,175.0,0,5,2017-10-02,2018-06-27,10.0,10.0,10.0,10.0
11815,21089560,Amsterdam High Confort/Room+Full Private Bathroom,51485781,2015-12-16,within an hour,100,True,5.0,True,Gaasperdam - Driemond,52.30805,4.9763,False,Private room,1,1,2,90.0,20,1,2019-08-07,2019-08-07,10.0,10.0,10.0,10.0
11818,21090327,"Light, bright appartment for two in lovely west!",20325436,2014-08-20,within an hour,100,False,1.0,True,De Baarsjes - Oud-West,52.365190000000005,4.858619999999999,True,Entire home/apt,1,1,1,110.0,0,15,2017-10-10,2019-11-12,10.0,10.0,10.0,9.0
11819,21091007,Amazing private apartment in trendy Amsterdam,35934107,2015-06-16,within a few hours,80,False,0.0,True,Westerpark,52.38941,4.88099,True,Entire home/apt,1,1,1,125.0,20,5,2019-10-12,2019-11-03,10.0,10.0,10.0,10.0
11820,21091856,Terrific apartment in hip East Side,20725551,2014-08-30,within a few hours,100,False,1.0,True,Oostelijk Havengebied - Indische Buurt,52.364670000000004,4.93952,True,Entire home/apt,1,1,1,139.0,14,10,2017-10-22,2019-06-01,9.6,10.0,10.0,9.0
11821,21093374,Modern family house in Amsterdam,30201828,2015-03-29,within an hour,100,False,1.0,True,Oud-Noord,52.39352,4.90736,False,Entire home/apt,2,3,3,250.0,12,12,2017-10-23,2019-08-16,9.3,9.0,10.0,9.0
11822,21094529,Retreat for 4 in Amsterdam Oud West,3723952,2012-10-01,a few days or more,40,False,2.0,True,De Baarsjes - Oud-West,52.373909999999995,4.86267,False,Entire home/apt,1,2,2,260.0,0,21,2017-10-09,2019-11-10,9.6,10.0,10.0,9.0
11823,21094766,A room in our funky West-Amsterdam Apartment,5466415,2013-03-14,within an hour,100,False,1.0,True,De Baarsjes - Oud-West,52.35991,4.854369999999999,True,Private room,1,2,2,84.0,0,24,2017-10-22,2019-11-03,9.9,10.0,10.0,9.0
11825,21103093,IBIZA HOUSEBOATLOFT AMSTERDAM,4781137,2013-01-20,within an hour,90,True,3.0,True,Noord-West,52.40374,4.90125,True,Private room,1,0,2,100.0,248,88,2017-10-22,2019-11-24,9.8,10.0,10.0,10.0
11826,21103171,GREAT apt. for 4! Pijp area!,152163761,2017-09-26,within an hour,100,False,1.0,True,De Pijp - Rivierenbuurt,52.352140000000006,4.90308,False,Entire home/apt,1,2,2,180.0,17,28,2017-10-09,2019-11-25,9.9,10.0,10.0,10.0
11830,21107528,Super Luxurious Amsterdam Apartment,29313997,2015-03-14,within a few hours,100,False,2.0,True,De Baarsjes - Oud-West,52.36592,4.8762300000000005,False,Entire home/apt,2,2,2,280.0,5,16,2017-10-16,2019-10-27,10.0,10.0,10.0,10.0
11831,21108062,Luxury Apartment in hip Amsterdam-West,12829934,2014-03-05,within an hour,100,False,1.0,True,Bos en Lommer,52.38136,4.855569999999999,True,Entire home/apt,1,1,1,160.0,6,32,2017-10-08,2019-10-20,9.9,10.0,10.0,9.0
11833,21110919,Studio apartment (max 4p) near Amsterdam Arena,152229108,2017-09-26,within an hour,100,False,1.0,True,Bijlmer-Centrum,52.31872,4.94543,True,Private room,1,0,2,75.0,2,85,2017-10-08,2019-12-01,9.0,9.0,10.0,9.0
11834,21114452,Spacious house with rooftop terrace,12638398,2014-02-27,within an hour,100,True,1.0,True,Bos en Lommer,52.3805,4.85465,True,Private room,1,1,1,80.0,35,41,2017-10-30,2019-11-24,10.0,10.0,10.0,10.0
11835,21114603,Loft Amsterdam IJburg,4108748,2012-11-10,a few days or more,0,False,1.0,True,IJburg - Zeeburgereiland,52.36371,4.98084,True,Entire home/apt,2,4,5,300.0,33,8,2017-10-28,2018-10-23,9.7,10.0,9.0,9.0
11838,21118786,Bright Room close to Vondelpark and Museumsquare,16739241,2014-06-13,within an hour,100,True,1.0,True,Zuid,52.35456,4.86946,True,Private room,1,1,1,99.0,156,60,2017-10-31,2019-11-25,9.9,10.0,10.0,10.0
11840,21133841,Big & Bright Modern Apartment with Roof Terrace,142145,2010-06-10,within a day,50,False,1.0,True,De Baarsjes - Oud-West,52.372,4.86186,True,Entire home/apt,2,3,4,155.0,7,7,2017-10-23,2019-04-30,10.0,10.0,10.0,9.0
11841,21133952,Cosy 2-bedroom apartment Amsterdam-West (Baarsjes),7133864,2013-06-26,within a day,100,False,1.0,True,De Baarsjes - Oud-West,52.37212,4.85902,True,Entire home/apt,1,2,2,150.0,0,13,2017-11-06,2019-12-01,9.1,9.0,10.0,10.0
11843,21142758,Stylish apartment near Olympic stadium/Vondelpark,42614372,2015-08-26,within a day,100,False,1.0,True,Zuid,52.354279999999996,4.85208,False,Entire home/apt,1,2,1,265.0,0,10,2018-05-03,2019-07-29,9.6,10.0,10.0,9.0
11844,21145986,Big family house in Amsterdam West,6965919,2013-06-17,within a few hours,100,False,1.0,True,Geuzenveld - Slotermeer,52.37356,4.82091,False,Entire home/apt,2,3,3,200.0,57,3,2018-12-30,2019-07-12,10.0,10.0,10.0,10.0
11846,21147886,Large family house in hip north with free parking,152584447,2017-09-29,within a few hours,100,True,1.0,True,Noord-Oost,52.40781,4.9332199999999995,True,Entire home/apt,1,2,3,180.0,9,23,2017-10-22,2019-11-03,10.0,9.0,10.0,10.0
11847,21149948,Central and spacious apartment,8249419,2013-08-19,within a day,100,False,1.0,True,Centrum-Oost,52.35992,4.8958,False,Entire home/apt,1,1,1,240.0,6,9,2018-08-19,2019-10-06,10.0,10.0,10.0,10.0
11848,21155862,Prinsen House Suite Amsterdam City Center,73611120,2016-05-23,within an hour,73,True,2.0,True,Centrum-Oost,52.362390000000005,4.90519,True,Private room,1,1,1,90.0,0,103,2017-10-11,2019-11-17,9.8,10.0,10.0,10.0
11850,21158265,Canal views spacious designer family home,6839094,2013-06-10,within a day,100,False,1.0,True,De Baarsjes - Oud-West,52.366820000000004,4.8594,True,Entire home/apt,1,2,3,220.0,1,27,2018-01-03,2019-11-24,9.3,9.0,10.0,10.0
11852,21162933,"Cosy apt in trendy & popular area, 15min to centre",8091696,2013-08-11,within an hour,100,False,1.0,True,Oostelijk Havengebied - Indische Buurt,52.36111,4.93846,True,Entire home/apt,1,1,2,156.0,2,19,2017-10-09,2019-10-28,9.4,9.0,10.0,8.0
11854,21168227,Private room with own bathroom near the Foodhallen,131004145,2017-05-19,within an hour,100,False,1.0,True,De Baarsjes - Oud-West,52.367909999999995,4.87041,True,Private room,1,1,1,85.0,0,86,2017-10-05,2019-11-24,9.5,10.0,10.0,10.0
11857,21170850,"Dinner, drink and stay over in center of Amsterdam",7369890,2013-07-09,within a day,100,False,2.0,True,De Baarsjes - Oud-West,52.37012,4.86089,True,Private room,1,1,1,34.0,0,2,2017-10-08,2017-10-14,10.0,10.0,10.0,10.0
11858,21171261,Cosy studio in lovely location,152835632,2017-10-01,within an hour,100,True,1.0,True,De Baarsjes - Oud-West,52.36533,4.87805,False,Private room,1,0,1,99.0,36,54,2017-10-14,2019-12-01,9.7,10.0,10.0,10.0
11860,21171730,Renovated Apartment near City Centre & Vondelpark,49635525,2015-11-22,within a few hours,100,False,1.0,True,De Baarsjes - Oud-West,52.364979999999996,4.87026,True,Entire home/apt,1,1,1,189.0,220,16,2017-10-22,2019-07-02,10.0,10.0,10.0,10.0
11862,21172965,Peaceful spacious private apartment,25960797,2015-01-11,within an hour,100,False,1.0,True,De Baarsjes - Oud-West,52.36600000000001,4.85236,False,Entire home/apt,1,1,0,135.0,9,38,2017-10-15,2019-10-27,9.9,10.0,10.0,9.0
11863,21173976,Renovated stylish large appartment in great area,152863078,2017-10-01,within a few hours,100,False,1.0,True,Oud-Oost,52.35147,4.91294,False,Entire home/apt,2,1,1,125.0,19,10,2017-11-26,2019-04-22,10.0,10.0,10.0,10.0
11864,21180046,Quiet bedroom in a canal house.,152812427,2017-10-01,within an hour,100,True,2.0,True,Centrum-West,52.36708,4.8843,True,Private room,1,1,1,69.0,103,118,2017-10-21,2019-12-01,9.6,10.0,10.0,10.0
11869,21183331,Cosy studio in the centre of Amsterdam,37159839,2015-06-30,within a few hours,100,True,1.0,True,Centrum-West,52.38312,4.8898,True,Entire home/apt,1,0,1,99.0,0,14,2017-11-12,2019-11-17,9.9,9.0,10.0,10.0
11876,21188482,Beautiful apartment next to the Amstel river,4380065,2012-12-11,within a few hours,75,False,2.0,True,Oud-Oost,52.350970000000004,4.91334,True,Entire home/apt,1,1,1,95.0,37,7,2017-10-18,2019-07-16,9.1,9.0,10.0,9.0
11877,21194463,Luxurious modern 2BR apartment with roof terrace,14621369,2014-04-23,within an hour,100,False,1.0,True,Zuid,52.35354,4.88094,False,Entire home/apt,1,2,2,440.0,0,11,2017-10-23,2019-09-29,10.0,10.0,10.0,10.0
11880,21198240,"Your own cosy, spacious and comfortable room",153108798,2017-10-03,within an hour,100,True,2.0,True,De Baarsjes - Oud-West,52.366170000000004,4.87676,True,Private room,1,1,2,140.0,0,26,2017-10-23,2019-04-30,9.7,10.0,10.0,10.0
11881,21198849,Central and cozy modern apartment,44849855,2015-09-22,within an hour,100,False,1.0,True,Centrum-Oost,52.369040000000005,4.92554,True,Private room,1,1,1,90.0,4,16,2017-10-09,2019-12-03,9.3,10.0,10.0,9.0
11882,21198943,Perfectly located apartment with garden,29724843,2015-03-21,within a few hours,100,True,1.0,True,De Pijp - Rivierenbuurt,52.35058,4.90269,True,Entire home/apt,1,1,1,120.0,5,16,2017-10-29,2019-07-28,9.8,10.0,10.0,10.0
11883,21200085,Bright & cozy apartment in the City Centre | 2P,59755619,2016-02-21,a few days or more,0,False,1.0,True,Westerpark,52.38915,4.881530000000001,True,Entire home/apt,1,1,1,110.0,19,4,2017-11-26,2018-01-01,8.0,8.0,9.0,10.0
11884,21208132,"Bright, central and newly renovated apartment",7376255,2013-07-09,within a day,100,False,1.0,True,Centrum-Oost,52.35884,4.89639,True,Entire home/apt,1,2,2,200.0,0,18,2017-12-29,2019-09-09,9.9,10.0,10.0,10.0
11893,21216480,Charming comfortable room next to Vondelpark,11727002,2014-01-28,within an hour,100,True,1.0,True,De Baarsjes - Oud-West,52.3628,4.86715,True,Private room,1,1,1,110.0,0,111,2017-11-01,2019-11-25,10.0,10.0,10.0,10.0
11894,21221186,Spacious Apartment located in trendy Jordaan area,22732018,2014-10-19,within a few hours,100,False,2.0,True,De Baarsjes - Oud-West,52.36838,4.87584,True,Entire home/apt,1,2,2,128.0,2,14,2017-11-19,2019-09-06,9.7,9.0,10.0,10.0
11897,21224155,Entire apartment central Amsterdam,21716200,2014-09-24,within an hour,100,False,1.0,True,De Baarsjes - Oud-West,52.3676,4.87464,True,Entire home/apt,1,1,2,95.0,0,4,2017-11-27,2018-10-05,8.7,8.0,9.0,10.0
11899,21226334,18th Century Groundfloor Canal House with patio,9462022,2013-10-16,within an hour,100,True,3.0,True,Centrum-West,52.37638,4.89179,True,Entire home/apt,2,2,2,595.0,319,38,2018-01-22,2019-11-11,9.8,10.0,10.0,10.0
11900,21227020,"Appartement ""De twee dames""",38775672,2015-07-17,within a day,50,False,1.0,True,Oostelijk Havengebied - Indische Buurt,52.36354,4.94417,True,Entire home/apt,1,1,1,149.0,0,12,2018-04-02,2019-09-16,10.0,10.0,10.0,10.0
11903,21235544,Magic place.,91405069,2016-08-23,within a day,90,False,1.0,True,De Pijp - Rivierenbuurt,52.3566,4.89889,True,Private room,1,2,2,200.0,0,4,2017-10-24,2018-07-30,10.0,10.0,10.0,10.0
11904,21235764,Gorgeous 2 bedroom canal view shared with 2 cats,153478953,2017-10-06,within a day,100,False,1.0,True,Centrum-Oost,52.36122,4.8984,False,Entire home/apt,1,2,2,429.0,3,2,2017-11-20,2019-01-01,10.0,9.0,10.0,10.0
11911,21247963,Beautiful design apartment in Amsterdam,45208807,2015-09-27,within an hour,100,True,1.0,True,Bos en Lommer,52.38317,4.85091,True,Entire home/apt,1,1,1,155.0,19,14,2017-11-29,2019-10-21,10.0,10.0,10.0,9.0
11912,21248223,Beautiful house at a great place!,153608124,2017-10-07,within an hour,100,True,1.0,True,De Pijp - Rivierenbuurt,52.34887,4.90683,True,Entire home/apt,1,3,2,200.0,2,23,2018-03-05,2019-11-03,9.9,10.0,10.0,9.0
11916,21250804,New apartment @ Amsterdam,39160877,2015-07-21,within an hour,100,False,1.0,True,IJburg - Zeeburgereiland,52.37535,4.96421,False,Entire home/apt,1,1,3,110.0,12,29,2017-10-23,2019-03-03,9.8,10.0,10.0,9.0
11917,21250960,groundfloor apartment 10 minutes from center,89063225,2016-08-10,within an hour,100,False,1.0,True,Watergraafsmeer,52.35532,4.93485,True,Entire home/apt,1,2,2,175.0,2,7,2017-12-29,2019-10-21,10.0,10.0,10.0,9.0
11918,21257979,Licht familiehuis in rustige buurt,153640325,2017-10-07,within a few hours,100,False,1.0,True,Gaasperdam - Driemond,52.29607,4.99365,False,Entire home/apt,1,2,4,160.0,179,15,2018-01-01,2019-10-20,9.5,9.0,9.0,8.0
11920,21258921,"JorDam Bed & Coffee Loft , city center Jordaan.",76731795,2016-06-09,within an hour,100,True,2.0,True,Centrum-West,52.37835,4.88281,True,Private room,1,1,2,130.0,107,71,2019-01-03,2019-12-07,9.8,10.0,10.0,10.0
11921,21258954,Luxurious apartment in Pijp with roof deck,20254262,2014-08-19,within an hour,100,True,2.0,True,De Pijp - Rivierenbuurt,52.34983,4.88974,False,Entire home/apt,1,2,2,200.0,0,18,2017-11-01,2019-07-07,9.7,9.0,10.0,10.0
11924,21259844,Cosy apartment near Vondelpark,153737872,2017-10-08,within an hour,100,False,1.0,True,Zuid,52.35298,4.8555,True,Entire home/apt,1,1,1,80.0,0,9,2017-11-20,2019-09-12,9.3,10.0,10.0,10.0
11928,21262769,Romantic light apartment in Amsterdam Old West,2681127,2012-06-19,within an hour,83,False,1.0,True,De Baarsjes - Oud-West,52.36027,4.8499300000000005,True,Entire home/apt,1,1,1,95.0,46,13,2017-10-29,2019-09-22,9.5,9.0,10.0,9.0
11929,21262848,B&B SARA & BO,153725622,2017-10-08,a few days or more,0,False,1.0,True,Oud-Noord,52.38582,4.91648,True,Private room,1,1,1,75.0,66,30,2017-10-22,2018-04-22,9.1,9.0,10.0,9.0
11931,21270067,Design apartment in the populair area the Baarsjes,16627531,2014-06-10,within an hour,100,False,1.0,True,De Baarsjes - Oud-West,52.36942,4.84996,True,Entire home/apt,1,1,1,160.0,0,10,2017-10-15,2019-10-06,10.0,10.0,10.0,10.0
11934,21272669,Beautiful Light & Spacious Apartment by Canal Area,40053308,2015-07-30,within an hour,100,True,1.0,True,Bos en Lommer,52.375690000000006,4.86215,True,Private room,1,1,1,175.0,23,26,2017-10-29,2019-09-18,9.8,10.0,10.0,10.0
11935,21273751,Nice (family)apartment 10 min from Central Station,134125506,2017-06-08,within a few hours,100,True,2.0,True,Oud-Noord,52.385870000000004,4.91301,True,Entire home/apt,1,2,2,200.0,11,17,2017-10-22,2019-10-27,9.5,10.0,10.0,9.0
11940,21277877,Cosy apartment in quiet area of Amsterdam centre,30585860,2015-04-04,within a day,100,False,1.0,True,Centrum-Oost,52.37106,4.919980000000001,True,Entire home/apt,1,1,1,109.0,0,25,2017-11-19,2019-12-01,9.7,10.0,10.0,9.0
11941,21282877,Groundfloor apartment in the city center 2bedrooms,39615430,2015-07-26,within a few hours,100,False,1.0,True,Westerpark,52.381190000000004,4.87746,True,Entire home/apt,1,2,2,250.0,63,43,2017-10-22,2019-10-21,9.2,10.0,10.0,10.0
11943,21286032,AMSTERDAM CITY CENTER HOUSE on the GROUND FLOOR!,65049184,2016-03-30,within a few hours,71,False,1.0,True,Centrum-Oost,52.363820000000004,4.9097,False,Entire home/apt,1,1,2,450.0,0,24,2017-11-05,2019-10-21,9.3,8.0,10.0,10.0
11945,21287496,Renovated  Apartment close to Vondelpark 4-5 pers.,154014683,2017-10-10,within a few hours,100,True,1.0,True,Slotervaart,52.35085,4.83643,False,Entire home/apt,1,3,3,70.0,0,18,2017-10-19,2019-09-23,9.8,10.0,10.0,9.0
11946,21288930,Houseboat 15 minutes from city center,16888142,2014-06-17,within an hour,100,False,1.0,True,Zuid,52.34108,4.84821,True,Private room,1,2,2,250.0,0,9,2017-11-19,2018-05-08,10.0,10.0,10.0,9.0
11949,21294358,Lovely Appartment in Amsterdam,13751035,2014-03-31,within a day,75,False,1.0,True,Oostelijk Havengebied - Indische Buurt,52.36527,4.93634,True,Entire home/apt,1,1,1,102.0,41,21,2017-11-05,2019-08-18,9.9,10.0,10.0,10.0
11950,21299518,A place with a view on the National Gallery,14464455,2014-04-19,within a few hours,100,False,2.0,True,Centrum-Oost,52.361740000000005,4.88729,True,Private room,1,3,4,150.0,57,74,2017-11-14,2019-12-01,9.4,9.0,10.0,10.0
11951,21300341,Beautiful apartment in charming South area,68789212,2016-04-25,within a few hours,100,False,1.0,True,De Pijp - Rivierenbuurt,52.34666,4.89911,False,Entire home/apt,1,1,2,130.0,5,9,2017-12-18,2019-05-19,9.6,10.0,10.0,10.0
11955,21307894,2 Bedroom + Roof Terrace in Heart of De Pijp,3344730,2012-08-22,within a few hours,100,False,1.0,True,De Pijp - Rivierenbuurt,52.35742,4.900869999999999,True,Entire home/apt,1,2,2,300.0,6,25,2017-10-22,2019-09-09,9.7,10.0,10.0,10.0
11958,21317969,Modern 2-bedroom Apartment in trendy A'dam West!,61738016,2016-03-06,within a few hours,100,False,1.0,True,De Baarsjes - Oud-West,52.36257,4.85534,True,Entire home/apt,1,2,2,200.0,324,45,2017-11-03,2019-10-31,9.1,9.0,9.0,9.0
11959,21319088,"Cozy, bright and spacious attic room",17212800,2014-06-24,within a few hours,100,False,2.0,True,De Baarsjes - Oud-West,52.367490000000004,4.85155,False,Private room,1,1,1,90.0,220,7,2017-11-03,2019-10-20,10.0,10.0,10.0,10.0
11960,21319098,Studio Apartment,13104104,2014-03-13,within a few hours,80,False,1.0,True,Centrum-Oost,52.36589,4.882619999999999,False,Private room,1,1,1,49.0,0,31,2017-12-29,2019-10-06,9.6,9.0,10.0,10.0
11961,21320570,"Luxurious room in green area, 15 min from Centre!",154325752,2017-10-12,within a few hours,100,True,1.0,True,Gaasperdam - Driemond,52.2915,4.98491,True,Private room,1,1,1,80.0,8,57,2017-10-22,2019-11-10,9.6,10.0,10.0,8.0
11962,21321370,Magnificent|2level Penthouse-Loft| 280m|80mTerrace,154332831,2017-10-12,within a few hours,100,False,1.0,True,Centrum-Oost,52.3614,4.89654,True,Entire home/apt,2,4,6,699.0,315,16,2017-11-23,2019-12-01,9.6,8.0,10.0,10.0
11963,21323668,Private&tiny studio in the citycenter!,15996910,2014-05-26,within a few hours,100,True,6.0,True,Centrum-Oost,52.37045,4.9106,True,Private room,1,0,1,74.0,0,122,2017-10-12,2019-10-29,9.6,9.0,10.0,10.0
11964,21324073,Private & fully renovated apartment in Javastraat!,60384621,2016-02-25,within an hour,100,False,1.0,True,Oostelijk Havengebied - Indische Buurt,52.36458,4.9341800000000005,True,Entire home/apt,1,1,1,109.0,0,15,2017-10-29,2019-07-09,9.6,10.0,10.0,9.0
11965,21324372,Lovely Room close to the city center,151759692,2017-09-23,within a few hours,100,False,3.0,True,De Baarsjes - Oud-West,52.36311,4.85752,True,Private room,1,1,2,80.0,287,69,2018-03-25,2019-11-03,8.8,9.0,9.0,9.0
11966,21327054,Big room,4978942,2013-02-05,within an hour,100,True,2.0,True,De Baarsjes - Oud-West,52.36691,4.857080000000001,False,Private room,1,1,1,50.0,0,126,2017-10-22,2019-11-23,9.8,10.0,10.0,10.0
11967,21330490,Design & comfort next to the Skinny Bridge!,141083153,2017-07-18,within a day,83,False,1.0,True,Centrum-Oost,52.36495,4.90374,True,Entire home/apt,1,1,1,175.0,0,9,2017-11-26,2018-03-04,9.8,9.0,10.0,10.0
11969,21331374,Beautiful spacious house in Amsterdam at a canal,11813471,2014-01-31,within a day,83,True,1.0,True,IJburg - Zeeburgereiland,52.35544,5.00099,True,Entire home/apt,1,3,5,248.0,56,22,2017-11-05,2019-08-17,9.9,10.0,10.0,9.0
11970,21331644,Serene apartment in the coolest area of Amsterdam,3990578,2012-10-27,a few days or more,29,False,1.0,True,Oud-Oost,52.356429999999996,4.921530000000001,True,Entire home/apt,1,1,1,100.0,72,27,2017-12-04,2019-09-23,9.5,10.0,10.0,9.0
11972,21344955,Super cosy appartment near city center,35096402,2015-06-05,a few days or more,0,False,1.0,True,Bos en Lommer,52.37823,4.85195,True,Private room,1,1,1,135.0,0,23,2017-12-03,2019-02-17,9.0,8.0,10.0,9.0
11973,21345715,Cozy Home in centre Amsterdam,14441385,2014-04-18,within a few hours,100,False,1.0,True,Slotervaart,52.36637,4.84239,True,Entire home/apt,1,2,2,200.0,16,21,2017-10-22,2019-08-12,9.1,9.0,10.0,8.0
11974,21349627,"Own room w/ double bed, shared kitchen & shower.",154534729,2017-10-14,within an hour,100,True,1.0,True,Oud-Noord,52.382020000000004,4.91217,True,Private room,1,1,1,95.0,15,76,2017-10-22,2019-11-25,9.7,10.0,10.0,10.0
11977,21352577,Modern studio with city skyline view on Amsterdam,77834128,2016-06-15,within an hour,100,True,1.0,True,Bos en Lommer,52.37511,4.8434,True,Entire home/apt,1,0,1,100.0,3,12,2017-12-03,2019-09-29,9.8,10.0,10.0,10.0
11978,21353774,Amsterdam Farm Lodge: sleep in a bed stead,135487531,2017-06-17,within an hour,100,True,7.0,True,Noord-West,52.418409999999994,4.87214,True,Entire home/apt,1,2,5,173.0,262,50,2017-10-22,2019-11-24,9.6,10.0,10.0,9.0
11983,21360592,Spacious luxurious private apartment,154643321,2017-10-15,within a few hours,100,False,1.0,True,De Baarsjes - Oud-West,52.37066,4.85087,True,Entire home/apt,1,1,1,100.0,0,9,2018-01-21,2019-11-10,9.3,10.0,10.0,9.0
11986,21362019,Romantic Ground flour Room in Vibrant Ams East,23839335,2014-11-17,within a few hours,80,True,3.0,True,Oud-Oost,52.35535,4.92149,True,Private room,1,1,1,270.0,0,9,2017-11-05,2019-03-10,9.8,10.0,10.0,10.0
11988,21362761,Cosy apartment in Amsterdam East,34555529,2015-05-30,within a day,100,False,1.0,True,Oostelijk Havengebied - Indische Buurt,52.36534,4.93689,True,Entire home/apt,1,1,1,213.0,118,20,2017-10-31,2019-05-10,9.5,10.0,10.0,10.0
11989,21362977,"Top floor, city centre apartment w/ roof-terrace",77677880,2016-06-14,within an hour,100,False,2.0,True,Centrum-Oost,52.36311,4.8960099999999995,True,Entire home/apt,1,1,1,180.0,0,19,2017-11-05,2019-11-24,9.6,9.0,10.0,10.0
