,listing_id,month,price
1327002,7080500,11,165.0
1327008,7080500,12,165.0
1327120,6981284,3,270.0
1327211,6981284,6,270.0
1327242,6981284,7,270.0
1327273,6981284,8,270.0
1327303,6981284,9,270.0
1328123,6873916,6,100.0
1328494,7190115,1,95.0
1328523,7190115,2,95.0
1330645,6989796,2,155.0
1330676,6989796,3,200.0
1330706,6989796,4,240.0
1331123,6989796,6,225.0
1331154,6989796,7,225.0
1331380,7195166,3,180.0
1331411,6989796,8,250.0
1331441,6989796,9,225.0
1331490,6989796,10,200.0
1331566,6989796,11,200.0
1331572,6989796,12,200.0
1332477,7088751,4,160.0
1332767,7197173,2,200.0
1332856,7197173,4,200.0
1332887,7197173,5,200.0
1332948,7197173,7,200.0
1333440,7197173,8,200.0
1335912,6996733,1,75.0
1336020,6996733,4,60.0
1336124,6996733,5,60.0
1336410,6996733,6,60.0
1336441,6996733,7,75.0
1336631,6996733,8,60.0
1336661,6996733,9,60.0
1337420,6996733,10,75.0
1337450,6996733,11,60.0
1337456,6996733,12,60.0
1339334,7005651,10,180.0
1339364,7005651,11,180.0
1339370,7005651,12,180.0
1343143,7015007,1,225.0
1343172,7015007,2,225.0
1343264,7015007,5,225.0
1343321,7015007,6,225.0
1343443,7015007,7,225.0
1343474,7015007,8,225.0
1343504,7015007,9,225.0
1343893,7015007,10,225.0
1343923,7015007,11,225.0
1343929,7015007,12,225.0
1344352,7017061,7,95.0
1344466,7213232,4,95.0
1344620,7017061,12,80.0
1346112,7018988,8,60.0
1346142,7018988,9,60.0
1346173,7018988,10,65.0
1346203,7018988,11,60.0
1346209,7018988,12,60.0
1346371,7214096,8,139.0
1346401,7214096,9,139.0
1346970,7122373,1,110.0
1346999,7122373,2,110.0
1347037,7214096,10,139.0
1347067,7214096,11,139.0
1347073,7214096,12,139.0
1347625,7122373,3,110.0
1347655,7122373,4,110.0
1347686,7122373,5,110.0
1347716,7122373,6,110.0
1347747,7122373,7,110.0
1347778,7122373,8,110.0
1347808,7122373,9,110.0
1347839,7122373,10,110.0
1347869,7122373,11,110.0
1347875,7122373,12,110.0
1351314,7223490,2,83.0
1351345,7223490,3,83.0
1351789,7223490,4,83.0
1351850,7223490,6,83.0
1351881,7223490,7,83.0
1351912,7223490,8,83.0
1351942,7223490,9,83.0
1351973,7223490,10,83.0
1352003,7223490,11,83.0
1352009,7223490,12,83.0
1352091,7134945,1,550.0
1352120,7134945,2,550.0
1352327,7134945,3,550.0
1352357,7134945,4,550.0
1352388,7134945,5,550.0
1352418,7134945,6,550.0
1352512,7134945,7,550.0
1352543,7134945,8,550.0
1352800,7134945,9,550.0
1352831,7134945,10,550.0
1352861,7134945,11,550.0
1352867,7134945,12,550.0
1353602,7224738,1,160.0
1353631,7224738,2,160.0
1353662,7224738,3,155.0
1353723,7224738,5,155.0
1353753,7224738,6,155.0
1353784,7224738,7,160.0
1353815,7224738,8,155.0
1353845,7224738,9,155.0
1353926,7224738,10,160.0
1353956,7224738,11,155.0
1353962,7224738,12,155.0
1354224,7230512,1,125.0
1354253,7230512,2,125.0
1354629,7230512,3,125.0
1354690,7230512,5,125.0
1356634,7235312,1,260.0
1356663,7235312,2,260.0
1356694,7235312,3,260.0
1356724,7235312,4,260.0
1356755,7235312,5,260.0
1356807,7235312,6,260.0
1356838,7235312,7,260.0
1356869,7235312,8,260.0
1356899,7235312,9,300.0
1357206,7160841,4,74.0
1357237,7160841,5,74.0
1357267,7160841,6,74.0
1357298,7160841,7,74.0
1357329,7160841,8,74.0
1357359,7160841,9,74.0
1357390,7160841,10,74.0
1357623,7238464,9,325.0
1357654,7238464,10,345.0
1357684,7238464,11,325.0
1357690,7238464,12,325.0
1359089,7166473,4,300.0
1359326,7166473,7,325.0
1365633,7254978,1,160.0
1365662,7254978,2,160.0
1367537,7324648,4,400.0
1367568,7324648,5,400.0
1368745,7259667,1,120.0
1369603,7324925,11,300.0
1370268,7259759,7,99.0
1370299,7259759,8,99.0
1370329,7259759,9,99.0
1370360,7259759,10,99.0
1370390,7259759,11,99.0
1370396,7259759,12,99.0
1370839,7174821,1,180.0
1379230,7455430,1,120.0
1380936,7344256,11,100.0
1380942,7344256,12,100.0
1381234,7458963,1,135.0
1381263,7458963,2,135.0
1381294,7458963,3,135.0
1381750,7458963,6,135.0
1381781,7458963,7,135.0
1381842,7458963,9,135.0
1381873,7458963,10,135.0
1381903,7458963,11,135.0
1381909,7458963,12,135.0
1382358,7468073,2,189.0
1385220,7472412,2,80.0
1385251,7472412,3,99.0
1385948,7472412,5,115.0
1385978,7472412,6,115.0
1386040,7472412,8,110.0
1386500,7271405,1,190.0
1386529,7271405,2,190.0
1386560,7271405,3,190.0
1387253,7271405,11,190.0
1387259,7271405,12,190.0
1387391,7271985,1,229.0
1387420,7271985,2,289.0
1387809,7474662,4,85.0
1388114,7272639,2,150.0
1388157,7474662,6,85.0
1388219,7474662,8,85.0
1388280,7474662,10,90.0
1388310,7474662,11,85.0
1388316,7474662,12,85.0
1388431,7475516,3,120.0
1388522,7475516,6,120.0
1388584,7475516,8,120.0
1388675,7475516,11,120.0
1389299,7272639,11,180.0
1389305,7272639,12,180.0
1389453,7276869,1,95.0
1389482,7276869,2,96.0
1390143,7277727,1,300.0
1390686,7345836,4,329.0
1391954,7347051,1,150.0
1392102,7347051,2,150.0
1392594,7347051,3,150.0
1392836,7347051,5,150.0
1392866,7347051,6,150.0
1393444,7347051,7,150.0
1393475,7347051,8,150.0
1393795,7347051,9,150.0
1393826,7347051,10,170.0
1393867,7347051,11,235.0
1393873,7347051,12,235.0
1394492,7352133,2,250.0
1394584,7352133,5,220.0
1394708,7284214,1,255.0
1394737,7284214,2,255.0
1394802,7352133,7,250.0
1394863,7352133,9,220.0
1394939,7284214,3,255.0
1394969,7284214,4,255.0
1395000,7284214,5,255.0
1395011,7352133,11,220.0
1395017,7352133,12,220.0
1395288,7284214,6,255.0
1395319,7284214,7,255.0
1395350,7284214,8,255.0
1395380,7284214,9,255.0
1395411,7284214,10,255.0
1395441,7284214,11,324.0
1395447,7284214,12,323.0
1395576,7353528,1,150.0
1396029,7284332,6,200.0
1396060,7284332,7,200.0
1396091,7284332,8,125.0
1396422,7353528,2,150.0
1396548,7353528,3,127.0
1396695,7353528,4,127.0
1396726,7353528,5,127.0
1397163,7353528,6,127.0
1397194,7353528,7,150.0
1397287,7353528,8,127.0
1397362,7353528,9,127.0
1397583,7353528,10,150.0
1397613,7353528,11,127.0
1397619,7353528,12,127.0
1398434,7297044,2,420.0
1398992,7505266,1,105.0
1399021,7505266,2,120.0
1399055,7505266,3,120.0
1400252,7506082,1,150.0
1400281,7506082,2,200.0
1400312,7506082,3,200.0
1400342,7506082,4,200.0
1400373,7506082,5,200.0
1400403,7506082,6,200.0
1400434,7506082,7,200.0
1400465,7506082,8,200.0
1400495,7506082,9,200.0
1400526,7506082,10,200.0
1400556,7506082,11,200.0
1400562,7506082,12,200.0
1401929,7297468,1,295.0
1402229,7297468,2,295.0
1402260,7297468,3,259.0
1402351,7297468,6,259.0
1403811,7506985,7,135.0
1403842,7506985,8,100.0
1403872,7506985,9,100.0
1403903,7506985,10,135.0
1403933,7506985,11,100.0
1403939,7506985,12,100.0
1404697,7299294,1,110.0
1404726,7299294,2,110.0
1405261,7511434,11,140.0
1405527,7511434,12,140.0
1406433,7357862,2,125.0
1406991,7357862,3,125.0
1407043,7357862,4,125.0
1407074,7357862,5,125.0
1407104,7357862,6,125.0
1407303,7357862,7,125.0
1407432,7357862,8,125.0
1407462,7357862,9,125.0
1407608,7357862,10,125.0
1407638,7357862,11,125.0
1407644,7357862,12,125.0
1408678,7517485,1,55.0
1408707,7517485,2,55.0
1410907,7359655,1,160.0
1410936,7359655,2,160.0
1411996,7587097,5,130.0
1412225,7523012,2,105.0
1412291,7523012,3,95.0
1412321,7523012,4,120.0
1412352,7523012,5,100.0
1412382,7523012,6,100.0
1412413,7523012,7,105.0
1412444,7523012,8,100.0
1412474,7523012,9,100.0
1412505,7523012,10,105.0
1412535,7523012,11,95.0
1412541,7523012,12,95.0
1415010,7595507,2,299.0
1415041,7595507,3,299.0
1415071,7595507,4,299.0
1415102,7595507,5,299.0
1415132,7595507,6,299.0
1415163,7595507,7,299.0
1415194,7595507,8,299.0
1415255,7595507,10,100.0
1415285,7595507,11,250.0
1415291,7595507,12,250.0
1418288,7363999,7,125.0
1418349,7363999,9,125.0
1418601,7363999,10,125.0
1418631,7363999,11,125.0
1418637,7363999,12,125.0
1419264,7372331,4,289.0
1419373,7600991,2,95.0
1420704,7601340,2,120.0
1421760,7539731,1,200.0
1421789,7539731,2,200.0
1423196,7382576,1,230.0
1423777,7382576,8,160.0
1425869,7551635,1,134.0
1430467,7555385,2,61.0
1430498,7555385,3,59.0
1430528,7555385,4,59.0
1430559,7555385,5,59.0
1430589,7555385,6,59.0
1430620,7555385,7,59.0
1430651,7555385,8,59.0
1430681,7555385,9,59.0
1430712,7555385,10,59.0
1430742,7555385,11,59.0
1430748,7555385,12,59.0
1434960,7393333,3,155.0
1435398,7393333,5,155.0
1435459,7393333,7,155.0
1435498,7393333,8,155.0
1435559,7393333,10,155.0
1435589,7393333,11,155.0
1435595,7393333,12,155.0
1435650,7394725,1,145.0
1436136,7394725,4,125.0
1436167,7394725,5,125.0
1436228,7394725,7,145.0
1436259,7394725,8,125.0
1436289,7394725,9,125.0
1436350,7394725,11,125.0
1436356,7394725,12,125.0
1438136,7571471,3,79.0
1438166,7571471,4,89.0
1438197,7571471,5,89.0
1438227,7571471,6,89.0
1438323,7632442,2,250.0
1438415,7632442,5,250.0
1438448,7571471,7,89.0
1438479,7571471,8,89.0
1438509,7571471,9,89.0
1438560,7571471,10,79.0
1438590,7571471,11,79.0
1438596,7571471,12,79.0
1446727,7645716,1,81.0
1447598,7740483,9,140.0
1447629,7740483,10,140.0
1447659,7740483,11,140.0
1447665,7740483,12,140.0
1447776,7743717,1,382.0
1447805,7743717,2,380.0
1447836,7743717,3,300.0
1447866,7743717,4,300.0
1447897,7743717,5,300.0
1449005,7745071,1,125.0
1451026,7672411,1,350.0
1451055,7672411,2,350.0
1451086,7672411,3,300.0
1451116,7672411,4,300.0
1451147,7672411,5,400.0
1451258,7672411,6,300.0
1451289,7672411,7,350.0
1451320,7672411,8,300.0
1451350,7672411,9,300.0
1451381,7672411,10,350.0
1451411,7672411,11,300.0
1451417,7672411,12,300.0
1454348,7425188,4,500.0
1454429,7425188,5,250.0
1454459,7425188,6,250.0
1454490,7425188,7,250.0
1454570,7425188,8,250.0
1454689,7425188,10,250.0
1454719,7425188,11,250.0
1454725,7425188,12,250.0
1456024,7426189,2,130.0
1456898,7757553,7,109.0
1456929,7757553,8,109.0
1456959,7757553,9,109.0
1456990,7757553,10,109.0
1457020,7757553,11,109.0
1457026,7757553,12,109.0
1457509,7767955,2,180.0
1457688,7767955,3,180.0
1457718,7767955,4,180.0
1457749,7767955,5,180.0
1457779,7767955,6,180.0
1457810,7767955,7,180.0
1457841,7767955,8,180.0
1457871,7767955,9,180.0
1457902,7767955,10,199.0
1457932,7767955,11,222.0
1457938,7767955,12,223.0
1461797,7704803,1,295.0
1461826,7704803,2,295.0
1461857,7704803,3,295.0
1462114,7430003,9,199.0
1462145,7430003,10,199.0
1462235,7430003,11,199.0
1462241,7430003,12,199.0
1462272,7704803,6,295.0
1462334,7704803,8,295.0
1462364,7704803,9,295.0
1462492,7704803,10,295.0
1462522,7704803,11,295.0
1462528,7704803,12,295.0
1462623,7704893,1,130.0
1462788,7704893,2,130.0
1462868,7704893,3,130.0
1462898,7704893,4,130.0
1462929,7704893,5,130.0
1462959,7704893,6,130.0
1463422,7704893,7,130.0
1463453,7704893,8,130.0
1463483,7704893,9,130.0
1463514,7704893,10,94.0
1463544,7704893,11,115.0
1463550,7704893,12,115.0
1463854,7705148,1,351.0
1463883,7705148,2,351.0
1464336,7705148,3,351.0
1464597,7705148,4,351.0
1464628,7705148,5,351.0
1465664,7705953,1,95.0
1465693,7705953,2,95.0
1466920,7705953,5,95.0
1466950,7705953,6,95.0
1466981,7705953,7,95.0
1467012,7705953,8,95.0
1467042,7705953,9,95.0
1467073,7705953,10,95.0
1467103,7705953,11,95.0
1467109,7705953,12,95.0
1469515,7787732,2,140.0
1470458,7788226,1,176.0
1470487,7788226,2,176.0
1470521,7444890,1,129.0
1470580,7788226,3,176.0
1470634,7788226,4,176.0
1470665,7788226,5,176.0
1470695,7788226,6,176.0
1470726,7788226,7,176.0
1470757,7788226,8,176.0
1470787,7788226,9,176.0
1470818,7788226,10,176.0
1470848,7788226,11,176.0
1470854,7788226,12,176.0
1472239,7448268,1,114.0
1472268,7448268,2,114.0
1472299,7448268,3,114.0
1472360,7448268,5,140.0
1472390,7448268,6,114.0
1472421,7448268,7,124.0
1472452,7448268,8,114.0
1472482,7448268,9,114.0
1472513,7448268,10,124.0
1472543,7448268,11,104.0
1472549,7448268,12,121.0
1472692,7448305,1,315.0
1472721,7448305,2,315.0
1472752,7448305,3,315.0
1472782,7448305,4,345.0
1472843,7448305,6,315.0
1472874,7448305,7,345.0
1472905,7448305,8,315.0
1472935,7448305,9,315.0
1472966,7448305,10,345.0
1472996,7448305,11,311.0
1473002,7448305,12,311.0
1476971,7871143,2,895.0
1477002,7871143,3,895.0
1477064,7797121,4,300.0
1477975,7871143,5,900.0
1478139,7871143,6,895.0
1478170,7871143,7,950.0
1478201,7871143,8,995.0
1478234,7871143,9,700.0
1478265,7871143,10,867.0
1478295,7871143,11,882.0
1478301,7871143,12,882.0
1478854,7714232,2,199.0
1478885,7714232,3,199.0
1478915,7714232,4,199.0
1478946,7714232,5,199.0
1479080,7877533,4,500.0
1480442,7877946,1,300.0
1483238,7878623,1,135.0
1483286,7812608,1,145.0
1483315,7812608,2,145.0
1483346,7812608,3,145.0
1483407,7812608,5,145.0
1487605,7812608,6,145.0
1487667,7812608,8,145.0
1487697,7812608,9,145.0
1487728,7812608,10,145.0
1487758,7812608,11,145.0
1487764,7812608,12,145.0
1491268,7814872,1,89.0
1491297,7814872,2,89.0
1491328,7814872,3,90.0
1491477,7814872,5,94.0
1491507,7814872,6,81.0
1491538,7814872,7,90.0
1491753,7814872,8,81.0
1491783,7814872,9,81.0
1491814,7814872,10,90.0
1491844,7814872,11,81.0
1491850,7814872,12,81.0
1492491,8038440,2,165.0
1492552,8038440,4,160.0
1492770,8038440,10,165.0
1492800,8038440,11,160.0
1492806,8038440,12,160.0
1493969,8038640,1,72.0
1493998,8038640,2,72.0
1494065,8038640,3,72.0
1494095,8038640,4,72.0
1494126,8038640,5,72.0
1494156,8038640,6,72.0
1494823,8038640,7,72.0
1494854,8038640,8,72.0
1494884,8038640,9,72.0
1495254,8038640,10,72.0
1495284,8038640,11,72.0
1495290,8038640,12,72.0
1497116,7821754,2,85.0
1497147,7821754,3,85.0
1497208,7821754,5,85.0
1497817,7822985,1,85.0
1497877,7822985,3,85.0
1498031,7822985,6,85.0
1498404,7822985,9,85.0
1498794,7826609,1,139.0
1499004,7826609,2,139.0
1500791,7828980,4,250.0
1500852,7828980,6,250.0
1500883,7828980,7,250.0
1500914,7828980,8,250.0
1500944,7828980,9,250.0
1500975,7828980,10,250.0
1501005,7828980,11,250.0
1501011,7828980,12,250.0
1502155,7829730,11,300.0
1502628,8057407,1,199.0
1502657,8057407,2,199.0
1502688,8057407,3,179.0
1502718,8057407,4,179.0
1502749,8057407,5,179.0
1502779,8057407,6,179.0
1502810,8057407,7,199.0
1502841,8057407,8,179.0
1502871,8057407,9,179.0
1502902,8057407,10,199.0
1502932,8057407,11,179.0
1502938,8057407,12,179.0
1505341,7892752,11,169.0
1505347,7892752,12,169.0
1505715,7838018,1,200.0
1505744,7838018,2,210.0
1505773,7893478,1,500.0
1505802,7893478,2,500.0
1505833,7893478,3,500.0
1505870,7893478,4,500.0
1505901,7893478,5,500.0
1505931,7893478,6,500.0
1506050,7893478,7,500.0
1506081,7893478,8,500.0
1506294,7838018,3,240.0
1506324,7838018,4,350.0
1506355,7838018,5,275.0
1506385,7838018,6,240.0
1506661,7838018,9,240.0
1506692,7838018,10,250.0
1506722,7838018,11,240.0
1506728,7838018,12,240.0
1507418,7895182,1,68.0
1507447,7895182,2,68.0
1507934,7895182,3,68.0
1508043,7895182,5,70.0
1513772,7854067,3,105.0
1513881,7854067,5,150.0
1513911,7854067,6,150.0
1513942,7854067,7,150.0
1513973,7854067,8,150.0
1514076,7898819,1,150.0
1514105,7898819,2,150.0
1514136,7898819,3,150.0
1514240,8079259,1,160.0
1514269,8079259,2,160.0
1514410,7898819,7,120.0
1514471,7898819,9,120.0
1514540,7898819,10,120.0
1514570,7898819,11,120.0
1514576,7898819,12,120.0
1514684,8079259,3,160.0
1514788,8079259,6,160.0
1514850,8079259,8,160.0
1514880,8079259,9,160.0
1516171,7899571,1,130.0
1516200,7899571,2,130.0
1516563,8084800,1,225.0
1516573,7899571,3,105.0
1516603,7899571,4,105.0
1516634,7899571,5,105.0
1516710,8084800,2,225.0
1516862,8084800,3,250.0
1516892,8084800,4,250.0
1516953,8084800,6,250.0
1517293,8084800,7,250.0
1517354,8084800,9,250.0
1517385,8084800,10,250.0
1517415,8084800,11,250.0
1517421,8084800,12,250.0
1517476,8087636,1,98.0
1517505,8087636,2,98.0
1519057,8093694,1,349.0
1519216,8209825,1,200.0
1519245,8209825,2,200.0
1519369,8093694,4,299.0
1519400,8093694,5,349.0
1519749,8209825,3,180.0
1519779,8209825,4,180.0
1519810,8209825,5,180.0
1519840,8209825,6,180.0
1519873,8209825,7,200.0
1519904,8209825,8,180.0
1519934,8209825,9,180.0
1519965,8209825,10,200.0
1519995,8209825,11,180.0
1520001,8209825,12,180.0
1520793,8097430,4,250.0
1520824,8097430,5,250.0
1521028,8097430,6,150.0
1521059,8097430,7,150.0
1521090,8097430,8,150.0
1521120,8097430,9,150.0
1521588,8215255,1,160.0
1521897,8215255,2,160.0
1521928,8215255,3,160.0
1521958,8215255,4,160.0
1521989,8215255,5,160.0
1522019,8215255,6,160.0
1522050,8215255,7,160.0
1522081,8215255,8,160.0
1522111,8215255,9,160.0
1522142,8215255,10,160.0
1522172,8215255,11,160.0
1522178,8215255,12,160.0
1522930,8100829,1,175.0
1524118,8218517,7,350.0
1524239,8218517,8,295.0
1524328,7911798,2,300.0
1524374,8218517,9,295.0
1524405,8218517,10,350.0
1524435,8218517,11,295.0
1524548,8218517,12,295.0
1524555,7911798,3,300.0
1524740,7911798,4,300.0
1524843,7911798,5,300.0
1524873,7911798,6,300.0
1524941,7911798,7,300.0
1524972,7911798,8,300.0
1525043,7911798,9,300.0
1525184,7911798,10,300.0
1525214,7911798,11,300.0
1525220,7911798,12,300.0
1526842,8109857,1,700.0
1526871,8109857,2,700.0
1526902,8109857,3,700.0
1526932,8109857,4,1100.0
1526963,8109857,5,700.0
1526993,8109857,6,500.0
1527024,8109857,7,550.0
1527055,8109857,8,500.0
1527820,8230103,8,120.0
1527876,8230103,9,120.0
1527907,8230103,10,120.0
1527937,8230103,11,120.0
1527943,8230103,12,120.0
1530866,7917482,1,104.0
1531061,7917482,3,103.0
1531184,7917482,4,103.0
1531215,7917482,5,104.0
1532806,7924857,1,495.0
1533084,7924857,5,475.0
1533145,7924857,7,477.0
1534565,8246207,1,98.0
1534594,8246207,2,98.0
1534620,8122791,1,153.0
1534649,8122791,2,225.0
1534680,8122791,3,200.0
1534710,8122791,4,375.0
1534799,7925449,2,199.0
1534846,8122791,5,285.0
1534876,8122791,6,200.0
1534938,8122791,8,200.0
1534968,8122791,9,200.0
1534999,7925449,3,183.0
1535036,8246207,3,98.0
1535068,8122791,10,225.0
1535098,8122791,11,200.0
1535104,8122791,12,200.0
1535109,7925449,4,250.0
1535140,7925449,5,183.0
1535231,8246207,5,98.0
1535261,8246207,6,98.0
1535506,8246207,7,98.0
1535537,8246207,8,98.0
1535611,8246207,9,98.0
1535824,8246207,10,98.0
1535854,8246207,11,98.0
1535860,8246207,12,98.0
1536405,8125494,4,500.0
1539367,8135949,3,135.0
1539397,8135949,4,175.0
1539428,8135949,5,175.0
1539977,8137489,2,140.0
1540008,8137489,3,100.0
1541243,8263281,4,999.0
1541742,8137489,11,100.0
1541943,8263903,2,65.0
1541974,8263903,3,65.0
1542169,8142900,5,750.0
1542396,7935481,1,209.0
1542534,7935481,2,209.0
1542647,7935481,3,209.0
1542677,7935481,4,209.0
1544943,8144937,3,89.0
1545101,8144937,4,89.0
1545132,8144937,5,89.0
1548448,8269677,3,364.0
1548690,8269677,5,364.0
1548720,8269677,6,485.0
1548782,8269677,8,485.0
1548812,8269677,9,485.0
1548843,8269677,10,502.0
1548873,8269677,11,485.0
1548879,8269677,12,469.0
1549161,7947977,1,145.0
1549190,7947977,2,145.0
1549301,8269891,1,235.0
1549330,8269891,2,235.0
1549797,7947977,5,145.0
1550123,8269891,10,215.0
1550852,7948135,1,130.0
1550881,7948135,2,130.0
1550990,7948135,3,130.0
1551571,7948135,4,130.0
1551612,7948135,5,130.0
1551642,7948135,6,130.0
1551673,7948135,7,130.0
1551704,7948135,8,130.0
1551871,7948135,9,130.0
1551991,7948135,10,130.0
1552021,7948135,11,130.0
1552027,7948135,12,130.0
1552508,8162552,7,77.0
1552539,8162552,8,75.0
1552569,8162552,9,76.0
1553404,8162552,10,77.0
1553434,8162552,11,76.0
1553440,8162552,12,76.0
1553495,8163956,1,50.0
1553786,8163956,6,50.0
1553817,8163956,7,50.0
1553848,8163956,8,50.0
1553878,8163956,9,50.0
1553909,8163956,10,50.0
1553939,8163956,11,50.0
1553945,8163956,12,50.0
1558605,8286308,1,87.0
1558634,8286308,2,87.0
1558760,8286308,3,87.0
1558821,8286308,5,87.0
1558851,8286308,6,87.0
1558911,7976249,1,175.0
1559005,7976249,2,150.0
1559169,7976249,5,225.0
1559884,8286308,7,87.0
1559915,8286308,8,87.0
1559945,8286308,9,87.0
1559976,8286308,10,87.0
1560006,8286308,11,87.0
1560012,8286308,12,87.0
1561073,8176770,10,160.0
1561103,8176770,11,160.0
1561109,8176770,12,160.0
1562182,8176930,10,120.0
1562212,8176930,11,120.0
1562218,8176930,12,120.0
1564916,8300750,8,100.0
1564946,8300750,9,100.0
1564977,8300750,10,150.0
1565209,8300750,11,100.0
1565215,8300750,12,100.0
1566034,8187901,1,153.0
1566063,8187901,2,157.0
1567061,8303992,1,600.0
1567090,8303992,2,600.0
1567145,8303992,3,900.0
1567175,8303992,4,900.0
1567446,8189988,8,179.0
1567940,8006682,4,800.0
1568851,8006682,7,750.0
1569174,8197219,1,110.0
1569300,8197219,4,110.0
1569331,8197219,5,110.0
1569361,8197219,6,110.0
1569423,8315374,1,130.0
1569452,8315374,2,130.0
1569483,8315374,3,130.0
1569650,8315374,4,130.0
1569681,8315374,5,130.0
1569711,8315374,6,130.0
1569742,8315374,7,130.0
1569773,8315374,8,130.0
1569803,8315374,9,130.0
1569834,8315374,10,130.0
1569864,8315374,11,130.0
1569870,8315374,12,130.0
1570241,8197219,7,115.0
1570272,8197219,8,110.0
1570302,8197219,9,110.0
1570333,8197219,10,120.0
1570500,8197219,11,110.0
1570506,8197219,12,110.0
1574424,8369052,2,62.0
1574943,8021127,10,125.0
1574973,8021127,11,125.0
1574979,8021127,12,125.0
1576126,8022135,8,150.0
1576156,8022135,9,150.0
1576434,8321319,8,110.0
1576464,8321319,9,110.0
1576495,8321319,10,130.0
1576525,8321319,11,110.0
1576531,8321319,12,110.0
1576919,8022135,10,115.0
1576949,8022135,11,150.0
1576955,8022135,12,150.0
1577238,8377415,3,279.0
1577268,8377415,4,279.0
1577299,8377415,5,279.0
1577514,8377415,6,279.0
1577545,8377415,7,279.0
1577576,8377415,8,279.0
1577606,8377415,9,279.0
1577637,8377415,10,279.0
1579015,8028683,5,130.0
1579806,8380662,2,340.0
1579855,8380662,3,300.0
1579916,8380662,5,300.0
1579946,8380662,6,350.0
1580198,8380662,7,350.0
1580229,8380662,8,350.0
1580259,8380662,9,400.0
1580547,8029697,11,103.0
1580553,8029697,12,103.0
1586318,8384069,3,75.0
1586682,8384069,5,75.0
1586712,8384069,6,75.0
1586743,8384069,7,75.0
1586947,8351693,1,190.0
1586985,8351693,2,190.0
1587016,8351693,3,190.0
1587062,8384069,8,75.0
1587092,8384069,9,75.0
1587123,8384069,10,75.0
1587200,8384069,11,75.0
1587206,8384069,12,75.0
1588751,8356726,1,209.0
1588780,8356726,2,209.0
1590683,8395119,7,400.0
1593344,8362022,6,169.0
1593375,8362022,7,169.0
1593406,8362022,8,169.0
1593436,8362022,9,169.0
1593467,8362022,10,169.0
1593497,8362022,11,169.0
1593503,8362022,12,169.0
1596178,8368805,2,62.0
1597661,8559394,1,80.0
1597775,8559394,2,105.0
1597908,8559394,3,89.0
1597938,8559394,4,100.0
1597969,8559394,5,89.0
1599074,8560237,1,85.0
1599914,8405839,2,250.0
1600738,8712782,1,70.0
1600767,8712782,2,70.0
1601004,8712782,3,70.0
1601034,8712782,4,77.0
1601065,8712782,5,77.0
1601095,8712782,6,77.0
1601360,8712782,7,78.0
1601391,8712782,8,77.0
1601421,8712782,9,78.0
1601452,8712782,10,78.0
1601482,8712782,11,77.0
1601488,8712782,12,77.0
1602510,8562801,2,124.0
1602560,8562801,3,135.0
1603001,8562801,4,135.0
1604096,8725253,1,110.0
1604461,8725786,1,179.0
1605838,8726116,1,65.0
1606645,8728088,1,370.0
1606674,8728088,2,370.0
1606705,8728088,3,370.0
1606980,8728088,4,370.0
1607011,8728088,5,370.0
1607041,8728088,6,370.0
1607072,8728088,7,370.0
1607103,8728088,8,370.0
1607133,8728088,9,370.0
1607164,8728088,10,370.0
1607194,8728088,11,370.0
1607200,8728088,12,370.0
1608526,8421659,1,190.0
1608555,8421659,2,195.0
1608936,8421659,3,200.0
1608966,8421659,4,215.0
1608997,8421659,5,215.0
1609027,8421659,6,215.0
1609058,8421659,7,215.0
1609089,8421659,8,210.0
1609119,8421659,9,210.0
1609150,8421659,10,210.0
1609180,8421659,11,210.0
1609186,8421659,12,210.0
1609280,8421802,1,145.0
1609309,8421802,2,145.0
1609538,8573112,3,100.0
1609568,8573112,4,100.0
1609731,8573112,5,100.0
1609761,8573112,6,100.0
1610025,8573112,7,100.0
1610056,8573112,8,100.0
1610086,8573112,9,100.0
1610117,8573112,10,100.0
1610147,8573112,11,100.0
1610153,8573112,12,100.0
1610995,8432105,1,220.0
1611024,8432105,2,220.0
1611085,8432105,4,220.0
1611116,8432105,5,200.0
1611146,8432105,6,220.0
1611177,8432105,7,220.0
1611208,8432105,8,220.0
1611238,8432105,9,220.0
1611269,8432105,10,220.0
1611299,8432105,11,220.0
1611305,8432105,12,220.0
1611360,8434577,1,140.0
1611389,8434577,2,140.0
1611420,8434577,3,140.0
1612247,8434577,4,140.0
1612278,8434577,5,140.0
1612675,8434745,1,225.0
1612704,8434745,2,225.0
1612767,8736220,1,78.0
1612796,8736220,2,78.0
1613190,8434745,6,250.0
1613475,8434745,7,225.0
1613506,8434745,8,250.0
1613536,8434745,9,250.0
1613567,8434745,10,225.0
1613597,8434745,11,250.0
1613603,8434745,12,250.0
1614500,8450764,10,100.0
1614530,8450764,11,100.0
1614536,8450764,12,100.0
1616157,8455666,1,199.0
1616186,8455666,2,239.0
1616217,8455666,3,249.0
1619273,8747785,1,150.0
1619302,8747785,2,150.0
1621374,8750833,1,250.0
1621403,8750833,2,250.0
1621434,8750833,3,250.0
1621464,8750833,4,250.0
1621495,8750833,5,250.0
1621525,8750833,6,250.0
1621814,8750833,7,250.0
1621845,8750833,8,250.0
1621875,8750833,9,250.0
1621906,8750833,10,250.0
1621936,8750833,11,250.0
1621942,8750833,12,250.0
1622497,8591687,2,113.0
1622528,8591687,3,99.0
1622558,8591687,4,99.0
