,listing_id,month,price
6231433,34053070,1,95.0
6231469,34053070,2,100.0
6232122,34143067,1,170.0
6232151,34143067,2,170.0
6232261,34055579,1,165.0
6232319,34143067,4,170.0
6232350,34143067,5,170.0
6232721,33785599,1,48.0
6232750,33785599,2,48.0
6233645,34146515,1,175.0
6233674,34146515,2,175.0
6233898,34146515,3,175.0
6233928,34146515,4,175.0
6233959,34146515,5,175.0
6233989,34146515,6,175.0
6234465,34146515,7,175.0
6234496,34146515,8,175.0
6234722,34060273,2,250.0
6234753,34060273,3,250.0
6234783,34060273,4,250.0
6234848,33787012,1,200.0
6234877,33787012,2,200.0
6234910,34060273,5,250.0
6234940,34060273,6,250.0
6234971,34060273,7,250.0
6235002,34060273,8,250.0
6235032,34060273,9,250.0
6235063,34060273,10,250.0
6235093,34060273,11,250.0
6235099,34060273,12,250.0
6235555,34068368,1,275.0
6235584,34068368,2,275.0
6236408,34151117,1,474.0
6236437,34151117,2,416.0
6236665,34151117,3,238.0
6236695,34151117,4,712.0
6236726,34151117,5,830.0
6237459,34075156,1,120.0
6237519,34075156,3,120.0
6237549,34075156,4,199.0
6237580,34075156,5,199.0
6237610,34075156,6,199.0
6237641,34075156,7,126.0
6237672,34075156,8,120.0
6238011,34075156,9,120.0
6238042,34075156,10,130.0
6238072,34075156,11,128.0
6238078,34075156,12,129.0
6238133,34079554,1,900.0
6238162,34079554,2,900.0
6238234,34079554,3,900.0
6238264,34079554,4,900.0
6238295,34079554,5,900.0
6238325,34079554,6,900.0
6238356,34079554,7,900.0
6238387,34079554,8,900.0
6238539,34081082,1,225.0
6239668,34164428,1,160.0
6239850,34164428,7,160.0
6239881,34164428,8,160.0
6239911,34164428,9,160.0
6239942,34164428,10,160.0
6239972,34164428,11,186.0
6239978,34164428,12,186.0
6240561,34081945,1,35.0
6240590,34081945,2,35.0
6240666,33816228,1,323.0
6240695,33816228,2,338.0
6240823,33816228,3,269.0
6240853,33816228,4,335.0
6240884,33816228,5,339.0
6240995,34167878,1,80.0
6241269,34167878,2,80.0
6241300,34167878,3,80.0
6242602,33822027,1,799.0
6242631,33822027,2,799.0
6243161,34188854,1,135.0
6243190,34188854,2,135.0
6243482,33822027,3,799.0
6243512,33822027,4,799.0
6243543,33822027,5,799.0
6243666,34087777,1,250.0
6243802,34087777,2,250.0
6244314,34087777,3,190.0
6244344,34087777,4,190.0
6244375,34087777,5,250.0
6244405,34087777,6,190.0
6244436,34087777,7,349.0
6244467,34087777,8,190.0
6244497,34087777,9,190.0
6244528,34087777,10,250.0
6244558,34087777,11,190.0
6244564,34087777,12,190.0
6244628,34099167,1,200.0
6244657,34099167,2,200.0
6245723,33822364,1,150.0
6245879,33822364,2,150.0
6246354,34099848,1,150.0
6246383,34099848,2,150.0
6246414,34099848,3,150.0
6246556,34099848,6,150.0
6246587,34099848,7,150.0
6246618,34099848,8,150.0
6246648,34099848,9,150.0
6246673,33823199,1,110.0
6246689,34099848,10,150.0
6246719,34099848,11,150.0
6246724,34099848,12,150.0
6246808,33823199,2,110.0
6246952,33823199,4,110.0
6246983,33823199,5,110.0
6249038,34106735,1,100.0
6249218,33831583,1,250.0
6249247,33831583,2,250.0
6249278,33831583,3,250.0
6249313,33831583,4,350.0
6249446,34106735,2,100.0
6249621,33831583,5,250.0
6249651,33831583,6,250.0
6249682,33831583,7,250.0
6249713,33831583,8,250.0
6250213,34108976,1,169.0
6250505,33833538,1,350.0
6250534,33833538,2,350.0
6250581,34108976,3,266.0
6250642,34108976,5,266.0
6250774,34108976,7,289.0
6250835,34108976,9,266.0
6250866,34108976,10,266.0
6250896,34108976,11,266.0
6250901,34108976,12,266.0
6252373,34110514,3,330.0
6252581,34110514,4,330.0
6252679,34110514,5,330.0
6252709,34110514,6,330.0
6252740,34110514,7,330.0
6252771,34110514,8,330.0
6253064,34110514,9,330.0
6253095,34110514,10,330.0
6253125,34110514,11,330.0
6253131,34110514,12,330.0
6253134,33842636,1,100.0
6253163,33842636,2,100.0
6253976,34241213,1,90.0
6254005,34241213,2,90.0
6254898,34241213,11,80.0
6254904,34241213,12,80.0
6255752,33847500,1,500.0
6255781,33847500,2,500.0
6255812,33847500,3,500.0
6256207,33847500,4,650.0
6256327,33847500,5,500.0
6256357,33847500,6,500.0
6256388,33847500,7,500.0
6256419,33847500,8,500.0
6256449,33847500,9,500.0
6256480,33847500,10,500.0
6256510,33847500,11,504.0
6256516,33847500,12,504.0
6257199,34245627,6,175.0
6258767,34247359,1,300.0
6259091,33853240,2,100.0
6260040,33853524,1,400.0
6260069,33853524,2,400.0
6260283,33853524,6,400.0
6260314,33853524,7,400.0
6260537,33853524,8,400.0
6260627,33853524,9,400.0
6260658,33853524,10,400.0
6260693,34353738,5,230.0
6260745,33853524,11,400.0
6260751,33853524,12,400.0
6260774,34251455,1,130.0
6260803,34251455,2,130.0
6262419,34355243,1,100.0
6262448,34355243,2,100.0
6262929,34355243,3,100.0
6262990,34355243,5,100.0
6264968,33865629,1,140.0
6264997,33865629,2,140.0
6265028,33865629,3,125.0
6265197,33865629,4,125.0
6265228,33865629,5,125.0
6265258,33865629,6,125.0
6265289,33865629,7,140.0
6265320,33865629,8,125.0
6265350,33865629,9,125.0
6265381,33865629,10,140.0
6265411,33865629,11,125.0
6265417,33865629,12,125.0
6266119,34357624,7,299.0
6267727,34358313,3,22.0
6267757,34358313,4,22.0
6267788,34358313,5,22.0
6267818,34358313,6,22.0
6267849,34358313,7,22.0
6267880,34358313,8,22.0
6267910,34358313,9,22.0
6268299,34283271,4,124.0
6268330,34283271,5,124.0
6268360,34283271,6,124.0
6268391,34283271,7,124.0
6268422,34283271,8,124.0
6268452,34283271,9,124.0
6268483,34283271,10,124.0
6268513,34283271,11,124.0
6268519,34283271,12,124.0
6268529,34358313,10,22.0
6268559,34358313,11,22.0
6268565,34358313,12,22.0
6268787,34360740,1,94.0
6268816,34360740,2,90.0
6269485,34291574,9,132.0
6269516,34291574,10,126.0
6269546,34291574,11,144.0
6269552,34291574,12,143.0
6269609,34362882,1,137.0
6269765,34362882,2,137.0
6270120,33875782,2,60.0
6270151,33875782,3,60.0
6271134,34294052,1,113.0
6271163,34294052,2,131.0
6271194,34294052,3,131.0
6271418,34379462,1,139.0
6271467,34294052,4,131.0
6271498,34294052,5,131.0
6272314,34296957,1,139.0
6273541,33878401,1,150.0
6273570,33878401,2,150.0
6273601,33878401,3,150.0
6273675,33878401,4,150.0
6273706,33878401,5,150.0
6274321,33878853,1,185.0
6274350,33878853,2,189.0
6274381,33878853,3,213.0
6274411,33878853,4,213.0
6274614,33878853,5,250.0
6274644,33878853,6,213.0
6274675,33878853,7,250.0
6274706,33878853,8,213.0
6274736,33878853,9,213.0
6275232,33878853,10,213.0
6275262,33878853,11,213.0
6275268,33878853,12,213.0
6276864,34384920,1,240.0
6276893,34384920,2,240.0
6276903,33889977,4,400.0
6277300,34384920,8,240.0
6277361,34384920,10,240.0
6277391,34384920,11,240.0
6277397,34384920,12,240.0
6277452,34385126,1,250.0
6277481,34385126,2,250.0
6277542,34385126,4,250.0
6277573,34385126,5,250.0
6277603,34385126,6,250.0
6277634,34385126,7,250.0
6278055,34304300,2,85.0
6278215,34304300,3,85.0
6278276,34304300,5,85.0
6278306,34304300,6,85.0
6278337,33896478,1,284.0
6278406,33896478,2,300.0
6278437,33896478,3,256.0
6278467,33896478,4,256.0
6278498,33896478,5,333.0
6278528,33896478,6,307.0
6278567,33896478,7,410.0
6278598,33896478,8,307.0
6278628,33896478,9,256.0
6278659,34386174,1,72.0
6278688,34386174,2,72.0
6278719,34386174,3,72.0
6278749,34386174,4,72.0
6278780,34386174,5,72.0
6278810,34386174,6,72.0
6278841,34386174,7,72.0
6278872,34386174,8,72.0
6278902,34386174,9,72.0
6278933,34304300,7,85.0
6279070,33896478,10,316.0
6279100,33896478,11,320.0
6279105,33896478,12,316.0
6279250,34386174,10,72.0
6279280,34386174,11,72.0
6279286,34386174,12,72.0
6279661,34305126,4,275.0
6279692,34305126,5,275.0
6279980,33896802,1,149.0
6280009,33896802,2,149.0
6280055,34307684,2,149.0
6280444,33896802,4,149.0
6280475,33896802,5,149.0
6280536,33896802,7,149.0
6280628,33896802,10,149.0
6280664,33896802,12,149.0
6282612,34584340,1,144.0
6282641,34584340,2,144.0
6282674,34584340,3,144.0
6282704,34584340,4,144.0
6282735,34584340,5,144.0
6282765,34584340,6,144.0
6282873,34414753,2,200.0
6282904,34414753,3,200.0
6282934,34414753,4,200.0
6282965,34414753,5,200.0
6283133,34584340,7,144.0
6283164,34584340,8,144.0
6283194,34584340,9,144.0
6283225,34584340,10,144.0
6283255,34584340,11,144.0
6283261,34584340,12,144.0
6284008,34416490,6,80.0
6284039,34416490,7,80.0
6284070,34416490,8,80.0
6284100,34416490,9,80.0
6284131,34416490,10,80.0
6284161,34416490,11,80.0
6284167,34416490,12,80.0
6285043,34312839,1,72.0
6285072,34312839,2,72.0
6292552,34443430,6,250.0
6292766,34444291,1,225.0
6292795,34444291,2,225.0
6295154,34453198,1,100.0
6295183,34453198,2,100.0
6295214,34453198,3,100.0
6296590,34592453,1,77.0
6296619,34592453,2,77.0
6296785,34592453,3,77.0
6296815,34592453,4,77.0
6296846,34592453,5,77.0
6296876,34592453,6,77.0
6296907,34592453,7,77.0
6296938,34592453,8,77.0
6296968,34592453,9,77.0
6296999,34592453,10,77.0
6297029,34592453,11,77.0
6297035,34592453,12,77.0
6297123,34349936,2,145.0
6297156,34349936,3,152.0
6297400,34349936,11,106.0
6297406,34349936,12,106.0
6297625,34349938,2,116.0
6297656,34349938,3,166.0
6297807,34609801,5,150.0
6297837,34609801,6,150.0
6297868,34609801,7,150.0
6298017,34349938,11,88.0
6298023,34349938,12,88.0
6298033,34609801,8,150.0
6298082,34609801,9,150.0
6298113,34609801,10,150.0
6298143,34609801,11,150.0
6298149,34609801,12,150.0
6298246,34349941,3,195.0
6298421,34349941,4,216.0
6298452,34349941,5,237.0
6298482,34349941,6,257.0
6298513,34349941,7,277.0
6298544,34349941,8,280.0
6298574,34349941,9,280.0
6298605,34349941,10,280.0
6298759,34349941,11,85.0
6298765,34349941,12,85.0
6298836,34610681,5,150.0
6298866,34610681,6,150.0
6299009,34610681,7,150.0
6299040,34610681,8,150.0
6299070,34610681,9,150.0
6299101,34610681,10,150.0
6299131,34610681,11,150.0
6299137,34610681,12,150.0
6299385,34349950,2,145.0
6299416,34349950,3,152.0
6300047,34611784,5,225.0
6300403,34463121,8,160.0
6300433,34463121,9,160.0
6300464,34463121,10,160.0
6300494,34463121,11,160.0
6300500,34463121,12,160.0
6300582,34349950,11,104.0
6300588,34349950,12,104.0
6301732,34351272,1,52.0
6301899,34351272,2,52.0
6303293,34846143,1,105.0
6303430,34612771,1,500.0
6303489,34846143,5,105.0
6303526,34612771,2,500.0
6303608,34612771,3,500.0
6303638,34612771,4,500.0
6303669,34612771,5,500.0
6303903,34612771,6,500.0
6303934,34612771,7,500.0
6304003,34612771,8,500.0
6304033,34612771,9,500.0
6304064,34612771,10,500.0
6304094,34612771,11,500.0
6304100,34612771,12,500.0
6304811,34850332,3,160.0
6304954,34850332,4,160.0
6305015,34850332,6,160.0
6305077,34850332,8,160.0
6305107,34850332,9,160.0
6305168,34850332,11,160.0
6305896,34630902,2,199.0
6305959,34630902,3,199.0
6305989,34630902,4,199.0
6306020,34630902,5,199.0
6306051,34852854,1,155.0
6306080,34852854,2,155.0
6306111,34852854,3,155.0
6306125,34630902,6,199.0
6306156,34630902,7,199.0
6306187,34630902,8,199.0
6306217,34630902,9,199.0
6306248,34630902,10,199.0
6306278,34630902,11,199.0
6306284,34630902,12,199.0
6306307,34852854,4,155.0
6306338,34852854,5,155.0
6306415,34852854,6,155.0
6306446,34852854,7,155.0
6306477,34852854,8,155.0
6306507,34852854,9,155.0
6306538,34852854,10,155.0
6306584,34852854,11,155.0
6306590,34852854,12,155.0
6306679,34487122,1,200.0
6306792,34487122,2,200.0
6308606,34633847,4,450.0
6309340,34862124,5,139.0
6309370,34862124,6,139.0
6309401,34862124,7,139.0
6309432,34862124,8,139.0
6309462,34862124,9,139.0
6309493,34862124,10,139.0
6309523,34862124,11,139.0
6309529,34862124,12,139.0
6309949,34872800,1,175.0
6309978,34872800,2,175.0
6310790,34504237,6,78.0
6310821,34504237,7,82.0
6310852,34504237,8,78.0
6310882,34504237,9,82.0
6311152,34875122,1,59.0
6311181,34875122,2,59.0
6311192,34633847,7,390.0
6311261,34875122,3,59.0
6311291,34875122,4,150.0
6311322,34875122,5,150.0
6311566,34877330,1,53.0
6311595,34877330,2,85.0
6311629,34504237,10,92.0
6311659,34504237,11,90.0
6311665,34504237,12,90.0
6311752,34877330,3,85.0
6311782,34877330,4,85.0
6311813,34877330,5,85.0
6311843,34877330,6,85.0
6311874,34877330,7,85.0
6311905,34877330,8,85.0
6311935,34877330,9,85.0
6311966,34877330,10,85.0
6311996,34877330,11,85.0
6312057,34882039,1,165.0
6312086,34882039,2,185.0
6313317,34634888,8,170.0
6315640,34640050,1,405.0
6315669,34640050,2,405.0
6315904,34640050,3,343.0
6316982,34640050,7,478.0
6317013,34640050,8,343.0
6317043,34640050,9,343.0
6317074,34640050,10,405.0
6317106,34640050,11,343.0
6317111,34640050,12,390.0
6317676,34640749,1,295.0
6317705,34640749,2,295.0
6317736,34640749,3,295.0
6318036,34640749,4,295.0
6318067,34640749,5,295.0
6318174,34510093,2,200.0
6318310,34891061,1,235.0
6318555,34891061,2,235.0
6318586,34891061,3,235.0
6318616,34891061,4,235.0
6318647,34891061,5,235.0
6318725,34891061,6,235.0
6318756,34891061,7,235.0
6318787,34891061,8,235.0
6319039,34510093,9,200.0
6319070,34510093,10,200.0
6319100,34510093,11,200.0
6319106,34510093,12,200.0
6320289,34523877,1,83.0
6320390,34523877,2,83.0
6320421,34523877,3,82.0
6320677,34662972,4,200.0
6320931,34523877,4,82.0
6320962,34523877,5,82.0
6321470,34665942,1,125.0
6321729,34665942,2,125.0
6321895,34665942,3,139.0
6321986,34665942,6,144.0
6322017,34665942,7,151.0
6322048,34665942,8,144.0
6322078,34665942,9,144.0
6322109,34665942,10,153.0
6322139,34665942,11,144.0
6322145,34665942,12,145.0
6323215,34897166,2,65.0
6323298,34897166,3,65.0
6323328,34897166,4,65.0
6323359,34897166,5,65.0
6323445,34526037,1,90.0
6323474,34526037,2,90.0
6323505,34526037,3,90.0
6323591,34526037,4,90.0
6323622,34526037,5,90.0
6324208,34901677,3,225.0
6324557,34901677,4,300.0
6324610,34669814,1,170.0
6324639,34669814,2,170.0
6324672,34901677,5,225.0
6324702,34901677,6,225.0
6324733,34901677,7,225.0
6324779,34669814,3,170.0
6324842,34901677,8,225.0
6324872,34901677,9,225.0
6324903,34901677,10,225.0
6324933,34901677,11,225.0
6324939,34669814,4,170.0
6324970,34669814,5,170.0
6325076,34901677,12,225.0
6325974,34904034,4,99.0
6326357,34531152,1,400.0
6326386,34531152,2,400.0
6326413,34904034,5,99.0
6326635,34531152,3,400.0
6326665,34531152,4,400.0
6326696,34531152,5,400.0
6326726,34531152,6,400.0
6326757,34531152,7,400.0
6326788,34531152,8,400.0
6326818,34531152,9,400.0
6326849,34531152,10,400.0
6326879,34531152,11,400.0
6326885,34531152,12,400.0
6328144,34926966,2,420.0
6328913,34929128,2,90.0
6330951,34555767,1,240.0
6331129,34555767,2,240.0
6332039,34557263,1,180.0
6332166,34557263,2,180.0
6332197,34557263,3,180.0
6332897,34558486,1,89.0
6334094,34939750,1,250.0
6334325,34678319,1,110.0
6334486,34939750,12,316.0
6334488,34678319,2,115.0
6334750,34678319,6,170.0
6334781,34678319,7,166.0
6335131,34678319,8,157.0
6335192,34678319,10,156.0
6335222,34678319,11,123.0
6335227,34678319,12,171.0
6337348,34960526,1,144.0
6337499,34960526,2,144.0
6337530,34960526,3,144.0
6337829,34960526,4,144.0
6337860,34960526,5,144.0
6337890,34960526,6,144.0
6337921,34960526,7,144.0
6337952,34960526,8,144.0
6337986,34960526,9,144.0
6338017,34960526,10,144.0
6338047,34960526,11,144.0
6338053,34960526,12,144.0
6338259,34579570,4,220.0
6338290,34579570,5,200.0
6338351,34579570,7,200.0
6338654,34679849,8,180.0
6338684,34679849,9,180.0
6338822,34679849,10,180.0
6338852,34679849,11,180.0
6338858,34679849,12,180.0
6341016,34698780,1,500.0
6341045,34698780,2,500.0
6341076,34698780,3,500.0
6341106,34698780,4,650.0
6341137,34698780,5,500.0
6341863,34698780,6,500.0
6341894,34698780,7,500.0
6341925,34698780,8,500.0
6341955,34698780,9,500.0
6342268,34698780,10,500.0
6342298,34698780,11,500.0
6342304,34698780,12,500.0
6342776,34704379,1,214.0
6342805,34704379,2,248.0
6342867,34704379,3,324.0
6343081,34704379,4,324.0
6343112,34704379,5,324.0
6343142,34704379,6,324.0
6343360,34704379,8,298.0
6343390,34704379,9,298.0
6343813,34704379,10,288.0
6343843,34704379,11,288.0
6343849,34704379,12,248.0
6343900,34982496,4,900.0
6344315,35100480,1,225.0
6344375,35100480,3,225.0
6344466,35100480,6,225.0
6344943,35100480,8,225.0
6345004,35100480,10,231.0
6345034,35100480,11,225.0
6345040,35100480,12,225.0
6346073,35104980,1,312.0
6346263,35104980,5,385.0
6346867,34715305,2,160.0
6346898,34715305,3,150.0
6347947,34992937,2,350.0
6347978,34992937,3,350.0
6348010,34992937,4,550.0
6348041,34992937,5,350.0
6348128,35105436,1,125.0
6348157,35105436,2,125.0
6348188,35105436,3,147.0
6348218,35105436,4,148.0
6348249,35105436,5,148.0
6348279,35105436,6,148.0
6348310,35105436,7,150.0
6348341,35105436,8,148.0
6348355,34716144,1,119.0
6348384,34716144,2,119.0
6348527,34716144,3,94.0
6348557,34716144,4,94.0
6348588,35105436,9,148.0
6348619,35105436,10,150.0
6348649,35105436,11,148.0
6348655,35105436,12,148.0
6348677,34716144,5,94.0
6348707,34716144,6,94.0
6348738,34716144,7,119.0
6348769,34716144,8,94.0
6348799,34716144,9,94.0
6348878,34716144,10,119.0
6348908,34716144,11,94.0
6348914,34716144,12,94.0
6348922,35105507,1,125.0
6348951,35105507,2,125.0
6348982,35105507,3,125.0
6349012,35105507,4,125.0
6349043,35105507,5,125.0
6349154,34726546,1,300.0
6349183,34726546,2,300.0
6349351,35105507,6,125.0
6349395,35105507,7,125.0
6349426,35105507,8,125.0
6349456,35105507,9,125.0
6349564,34726546,3,300.0
6349577,35105507,10,125.0
6349607,35105507,11,125.0
6349613,35105507,12,125.0
6349638,34726546,4,300.0
6349728,34726546,5,300.0
6350886,34727451,1,149.0
6350915,34727451,2,149.0
6350963,34999754,5,750.0
6350993,34999754,6,750.0
6351024,34999754,7,750.0
6351055,34999754,8,750.0
6351085,34999754,9,750.0
6351116,34999754,10,750.0
6351146,34999754,11,750.0
6351152,34999754,12,750.0
6351267,34727451,3,169.0
6351328,34727451,5,100.0
6351719,35106938,1,125.0
6351748,35106938,2,125.0
6351779,35106938,3,125.0
6351809,35106938,4,125.0
6351840,35106938,5,125.0
6351870,35106938,6,125.0
6351901,35106938,7,126.0
6351932,35106938,8,125.0
6351962,35106938,9,125.0
6352127,35106938,10,126.0
6352157,35106938,11,125.0
6352163,35106938,12,125.0
6352314,35004617,2,109.0
6352666,35107041,1,125.0
6352695,35107041,2,125.0
6352977,35107041,3,130.0
6353038,35107041,5,131.0
6353068,35107041,6,130.0
6353099,35107041,7,133.0
6353130,35107041,8,130.0
6353160,35107041,9,130.0
6353191,35107041,10,133.0
6353221,35107041,11,130.0
6353227,35107041,12,131.0
6354108,34733784,2,170.0
6354126,35112734,1,170.0
6354155,35112734,2,180.0
6357530,35118660,5,358.0
6357560,35118660,6,358.0
6357698,35118660,7,358.0
6357729,35118660,8,358.0
6357759,35118660,9,358.0
6357790,35118660,10,358.0
6357820,35118660,11,358.0
6357826,35118660,12,358.0
6358024,35118868,1,150.0
6358053,35118868,2,150.0
6358463,34747046,1,150.0
6358492,34747046,2,150.0
6358571,35119963,1,152.0
6358797,35119963,2,170.0
6358828,35119963,3,189.0
6358889,35119963,5,200.0
6358919,35119963,6,200.0
6359193,35119963,9,200.0
6359224,35119963,10,197.0
6359254,35119963,11,200.0
6359260,35119963,12,200.0
6360963,35053015,1,150.0
6360992,35053015,2,150.0
6361084,35053015,5,400.0
6361114,35053015,6,350.0
6362383,34750770,1,154.0
6362412,34750770,2,220.0
6362470,34750770,3,248.0
6362607,34750770,4,258.0
6362638,34750770,5,268.0
6362688,35055226,4,1500.0
6362933,35055226,7,400.0
6363093,34751217,3,120.0
6363184,34751217,6,150.0
6364289,34765122,7,120.0
6364320,34765122,8,120.0
6364350,34765122,9,120.0
6364381,34765122,10,120.0
6364411,34765122,11,120.0
6364417,34765122,12,120.0
6365340,34771147,2,393.0
6365478,35135978,1,200.0
6365838,35135978,2,200.0
6365917,34771147,5,315.0
6365978,34771147,7,478.0
6366009,34771147,8,238.0
6366039,34771147,9,238.0
6366070,34771147,10,244.0
6366100,34771147,11,238.0
6366106,34771147,12,240.0
6366722,35136043,2,189.0
6366786,35062243,1,80.0
6367232,35062243,2,80.0
6367266,34778190,1,150.0
6367295,34778190,2,150.0
6367328,34778190,3,150.0
6367358,34778190,4,150.0
6367389,34778190,5,150.0
6367524,34778190,6,150.0
6367555,34778190,7,150.0
6367582,35062243,3,80.0
6367612,35062243,4,80.0
6367643,35062243,5,80.0
6367674,34778190,8,150.0
6367704,34778190,9,150.0
6367735,34778190,10,150.0
6367765,34778190,11,150.0
6367771,34778190,12,150.0
6367796,35062243,6,80.0
6367827,35062243,7,80.0
6367858,35062243,8,80.0
6368302,34779361,1,350.0
6368331,34779361,2,350.0
6368362,34779361,3,350.0
6368392,34779361,4,350.0
6368423,34779361,5,350.0
6368453,34779361,6,350.0
6368484,34779361,7,350.0
6368515,34779361,8,350.0
6368681,34779361,10,350.0
6368711,34779361,11,350.0
6368717,34779361,12,350.0
6368865,34780203,1,200.0
6368934,34780203,2,200.0
6368965,34780203,3,200.0
6369393,34780203,4,200.0
6369485,34780203,5,200.0
6370203,35140943,9,295.0
6370405,34781053,5,195.0
6370423,35140943,10,295.0
6370453,35140943,11,295.0
6370459,35140943,12,295.0
6372561,34798355,1,300.0
6372590,34798355,2,350.0
6372621,34798355,3,350.0
6372651,34798355,4,350.0
6372682,34798355,5,350.0
6372712,34798355,6,350.0
6372743,34798355,7,350.0
6372774,34798355,8,350.0
6372835,34798355,10,350.0
6372865,34798355,11,350.0
6373008,34798355,12,350.0
6373591,35078404,4,350.0
6374503,35078740,2,100.0
6374750,35149206,1,160.0
6374779,35149206,2,160.0
6374810,35149206,3,160.0
6374840,35149206,4,160.0
6374871,35149206,5,160.0
6376437,34803448,1,249.0
6376466,34803448,2,249.0
6376562,35081300,5,295.0
6376592,35081300,6,295.0
6376623,35081300,7,295.0
6376654,35081300,8,295.0
6376684,35081300,9,295.0
6376715,35081300,10,295.0
6376745,35081300,11,295.0
6376751,35081300,12,295.0
6376772,35153819,1,279.0
6376801,35153819,2,279.0
6377501,34803542,1,300.0
6377530,34803542,2,300.0
6377684,35081354,4,395.0
6377775,34803542,3,165.0
6377805,34803542,4,282.0
6379466,35086522,1,79.0
6379871,34808938,1,100.0
6379900,34808938,2,100.0
6379931,34808938,3,100.0
6379952,35157081,1,190.0
6380037,34808938,6,100.0
6380068,34808938,7,100.0
6380099,34808938,8,100.0
6380129,34808938,9,100.0
6380175,35157081,2,190.0
6380206,35157081,3,190.0
6380236,35157081,4,190.0
6380376,34808938,10,100.0
6380406,34808938,11,110.0
6380412,34808938,12,110.0
6380467,35157081,6,190.0
6380498,35157081,7,190.0
6380529,35157081,8,190.0
6380559,35157081,9,190.0
6380590,35157081,10,190.0
6380620,35157081,11,190.0
6380626,35157081,12,190.0
6380681,35157686,1,190.0
6380710,35157686,2,190.0
6380910,35088164,1,185.0
6380939,35088164,2,185.0
6380970,35088164,3,185.0
6381221,35157940,1,90.0
6381250,35157940,2,90.0
6381312,35088164,4,185.0
6381343,35088164,5,185.0
6381915,34812374,1,100.0
6381944,34812374,2,100.0
6382046,35159151,1,47.0
6382075,35159151,2,47.0
6382118,34812374,3,100.0
6383752,34825053,3,150.0
6383916,34825053,4,150.0
6384181,34825053,5,150.0
6384361,35284470,10,300.0
6384391,35284470,11,300.0
6384397,35284470,12,300.0
6385237,35176645,3,151.0
6385571,35176645,4,139.0
6385602,35176645,5,139.0
6385632,35176645,6,169.0
6385982,35179127,2,59.0
6386200,35179127,4,59.0
6386231,35179127,5,59.0
6386319,35286416,1,6000.0
6386370,35286416,2,6000.0
6386523,35286416,3,6000.0
6386553,35286416,4,6000.0
6386584,35286416,5,6000.0
6386614,35286416,6,6000.0
6386707,35286416,7,6000.0
6386738,35286416,8,6000.0
6386768,35286416,9,6000.0
6386799,35286416,10,6000.0
6386829,35286416,11,6000.0
6386834,35286416,12,6000.0
6386976,34826932,4,99.0
6387374,35183317,1,85.0
6387403,35183317,2,85.0
6387434,35183317,3,85.0
6387495,35183317,5,99.0
6389846,35187677,4,190.0
6389877,35187677,5,194.0
6390985,35208370,1,320.0
6391014,35208370,2,320.0
6391045,35208370,3,320.0
6391075,35208370,4,320.0
6391106,35208370,5,320.0
6392726,35212491,1,56.0
6392755,35212491,2,48.0
6395489,35215105,12,113.0
6395544,35220425,1,33.0
6395573,35220425,2,33.0
6396333,35326837,1,170.0
6396362,35326837,2,200.0
6396423,35326837,4,170.0
6396454,35326837,5,180.0
6396484,35326837,6,180.0
6396515,35326837,7,190.0
6396546,35326837,8,160.0
6396576,35326837,9,170.0
6396607,35326837,10,230.0
6396637,35326837,11,180.0
6396642,35326837,12,180.0
6402285,35227569,1,420.0
6402383,35227569,2,420.0
6403860,35245588,1,160.0
6403889,35245588,2,160.0
6403992,35245588,3,160.0
6404022,35245588,4,160.0
6404053,35245588,5,160.0
6404230,35245588,6,160.0
6404909,35245588,7,160.0
6404940,35245588,8,160.0
6404970,35245588,9,160.0
6405001,35245588,10,160.0
6405031,35245588,11,160.0
6405037,35245588,12,160.0
6405126,35246147,2,130.0
6405715,35512028,1,170.0
6405744,35512028,2,170.0
6405852,35512028,3,170.0
6405882,35512028,4,170.0
6405913,35512028,5,170.0
6407554,35344798,4,295.0
6407649,35249180,1,60.0
6407678,35249180,2,60.0
6408212,35249180,4,60.0
6408243,35249180,5,60.0
6408304,35249180,7,60.0
6408335,35249180,8,60.0
6408365,35249180,9,60.0
6408396,35249180,10,60.0
6408426,35249180,11,60.0
6408432,35249180,12,60.0
6412210,35363622,1,300.0
6412239,35363622,2,300.0
6412580,35363622,3,300.0
6412645,35363622,4,300.0
6412676,35363622,5,300.0
6412706,35363622,6,300.0
6412737,35363622,7,300.0
6412768,35363622,8,300.0
6412798,35363622,9,300.0
6412829,35363622,10,300.0
6412859,35363622,11,300.0
6412865,35363622,12,300.0
6414237,35273376,1,200.0
6414266,35273376,2,200.0
6416543,35276965,1,105.0
6416572,35276965,2,95.0
6416764,35365616,1,36.0
6416793,35365616,2,57.0
6416824,35365616,3,95.0
6416854,35365616,4,138.0
6416885,35365616,5,147.0
6419235,35367353,1,150.0
6419264,35367353,2,200.0
6419295,35367353,3,200.0
6419460,35367353,4,600.0
6419491,35367353,5,200.0
6419521,35367353,6,200.0
6419552,35367353,7,200.0
6419583,35367353,8,200.0
6419847,35536782,3,95.0
6420134,35536782,5,115.0
6421167,35536782,9,115.0
6421198,35536782,10,115.0
6421234,35536782,12,115.0
6421670,35371894,1,125.0
6422716,35538022,1,90.0
6422745,35538022,2,90.0
6425896,35377203,1,115.0
6425925,35377203,2,115.0
6426023,35561628,1,155.0
6426052,35561628,2,155.0
6426136,35561628,4,145.0
6426167,35561628,5,145.0
6426699,35725732,2,225.0
6426810,35725732,5,225.0
